Package,Flavor,Version,R_version,OS,architecture,other,version,revision,Date
acss.data,r-devel-linux-x86_64-debian-clang,1.2,devel,linux,x86_64,debian-clang,NA,r89026,2025-11-18 22:50:49.419222
adagio,r-devel-linux-x86_64-debian-clang,0.9.2,devel,linux,x86_64,debian-clang,NA,r89026,2025-11-18 22:50:49.419222
allelematch,r-devel-linux-x86_64-debian-clang,2.5.5,devel,linux,x86_64,debian-clang,NA,r89026,2025-11-18 22:50:49.419222
ChangepointTesting,r-devel-linux-x86_64-debian-clang,1.2,devel,linux,x86_64,debian-clang,NA,r89026,2025-11-18 22:50:49.419222
corpmetrics,r-devel-linux-x86_64-debian-clang,1.0,devel,linux,x86_64,debian-clang,NA,r89026,2025-11-18 22:50:49.419222
gek,r-devel-linux-x86_64-debian-clang,1.1.0,devel,linux,x86_64,debian-clang,NA,r89026,2025-11-18 22:50:49.419222
MRQoL,r-devel-linux-x86_64-debian-clang,1.0.1,devel,linux,x86_64,debian-clang,NA,r89026,2025-11-18 22:50:49.419222
numOSL,r-devel-linux-x86_64-debian-clang,2.8,devel,linux,x86_64,debian-clang,NA,r89026,2025-11-18 22:50:49.419222
OpenCL,r-devel-linux-x86_64-debian-clang,0.2-10,devel,linux,x86_64,debian-clang,NA,r89026,2025-11-18 22:50:49.419222
palinsol,r-devel-linux-x86_64-debian-clang,1.0,devel,linux,x86_64,debian-clang,NA,r89026,2025-11-18 22:50:49.419222
pbdMPI,r-devel-linux-x86_64-debian-clang,0.5-4,devel,linux,x86_64,debian-clang,NA,r89026,2025-11-18 22:50:49.419222
praznik,r-devel-linux-x86_64-debian-clang,12.0.0,devel,linux,x86_64,debian-clang,NA,r89026,2025-11-18 22:50:49.419222
randtoolbox,r-devel-linux-x86_64-debian-clang,2.0.5,devel,linux,x86_64,debian-clang,NA,r89026,2025-11-18 22:50:49.419222
represent,r-devel-linux-x86_64-debian-clang,1.0.1,devel,linux,x86_64,debian-clang,NA,r89026,2025-11-18 22:50:49.419222
samon,r-devel-linux-x86_64-debian-clang,4.0.2,devel,linux,x86_64,debian-clang,NA,r89026,2025-11-18 22:50:49.419222
firesafety,r-oldrel-macos-x86_64,0.1.0,oldrel,macos,x86_64,,4.4.1,NA,2025-11-18 22:50:49.419222
diseasystore,r-release-macos-x86_64,0.3.2,release,macos,x86_64,,4.5.1,NA,2025-11-18 22:50:49.419222
firesafety,r-release-macos-x86_64,0.1.0,release,macos,x86_64,,4.5.1,NA,2025-11-18 22:50:49.419222
