Package,Flavor,Version,R_version,OS,architecture,other,version,revision,Date
DiffCorr,r-devel-linux-x86_64-fedora-clang,0.4.4,devel,linux,x86_64,fedora-clang,NA,r88237,2025-06-05 22:50:26.885919
HydroMe,r-devel-linux-x86_64-fedora-clang,2.1.1,devel,linux,x86_64,fedora-clang,NA,r88237,2025-06-05 22:50:26.885919
OSTE,r-devel-linux-x86_64-fedora-clang,1.0,devel,linux,x86_64,fedora-clang,NA,r88237,2025-06-05 22:50:26.885919
DiffCorr,r-devel-linux-x86_64-fedora-gcc,0.4.4,devel,linux,x86_64,fedora-gcc,NA,r88237,2025-06-05 22:50:26.885919
HydroMe,r-devel-linux-x86_64-fedora-gcc,2.1.1,devel,linux,x86_64,fedora-gcc,NA,r88237,2025-06-05 22:50:26.885919
OSTE,r-devel-linux-x86_64-fedora-gcc,1.0,devel,linux,x86_64,fedora-gcc,NA,r88237,2025-06-05 22:50:26.885919
BeeBDC,r-oldrel-macos-arm64,1.2.1,oldrel,macos,arm64,,4.4.1,NA,2025-06-05 22:50:26.885919
CAMML,r-oldrel-macos-arm64,1.0.0,oldrel,macos,arm64,,4.4.1,NA,2025-06-05 22:50:26.885919
connector,r-oldrel-macos-arm64,0.1.1,oldrel,macos,arm64,,4.4.1,NA,2025-06-05 22:50:26.885919
sonicscrewdriver,r-oldrel-macos-arm64,0.0.7,oldrel,macos,arm64,,4.4.1,NA,2025-06-05 22:50:26.885919
