Package,Flavor,Version,R_version,OS,architecture,other,version,revision,Date
audio,r-devel-linux-x86_64-fedora-clang,0.1-11,devel,linux,x86_64,fedora-clang,NA,r88968,2025-11-06 22:50:31.886607
Binarize,r-devel-linux-x86_64-fedora-clang,1.3.1,devel,linux,x86_64,fedora-clang,NA,r88968,2025-11-06 22:50:31.886607
essentials,r-devel-linux-x86_64-fedora-clang,0.1.0,devel,linux,x86_64,fedora-clang,NA,r88968,2025-11-06 22:50:31.886607
expint,r-devel-linux-x86_64-fedora-clang,0.1-8,devel,linux,x86_64,fedora-clang,NA,r88968,2025-11-06 22:50:31.886607
gafit,r-devel-linux-x86_64-fedora-clang,0.5.1,devel,linux,x86_64,fedora-clang,NA,r88968,2025-11-06 22:50:31.886607
GenSA,r-devel-linux-x86_64-fedora-clang,1.1.14.1,devel,linux,x86_64,fedora-clang,NA,r88968,2025-11-06 22:50:31.886607
gsl,r-devel-linux-x86_64-fedora-clang,2.1-8,devel,linux,x86_64,fedora-clang,NA,r88968,2025-11-06 22:50:31.886607
iotools,r-devel-linux-x86_64-fedora-clang,0.3-5,devel,linux,x86_64,fedora-clang,NA,r88968,2025-11-06 22:50:31.886607
mmap,r-devel-linux-x86_64-fedora-clang,0.6-22,devel,linux,x86_64,fedora-clang,NA,r88968,2025-11-06 22:50:31.886607
quotedargs,r-devel-linux-x86_64-fedora-clang,0.1.3,devel,linux,x86_64,fedora-clang,NA,r88968,2025-11-06 22:50:31.886607
Rbeast,r-devel-linux-x86_64-fedora-clang,1.0.1,devel,linux,x86_64,fedora-clang,NA,r88968,2025-11-06 22:50:31.886607
rJava,r-devel-linux-x86_64-fedora-clang,1.0-11,devel,linux,x86_64,fedora-clang,NA,r88968,2025-11-06 22:50:31.886607
RSclient,r-devel-linux-x86_64-fedora-clang,0.7-10,devel,linux,x86_64,fedora-clang,NA,r88968,2025-11-06 22:50:31.886607
splusTimeDate,r-devel-linux-x86_64-fedora-clang,2.5.8,devel,linux,x86_64,fedora-clang,NA,r88968,2025-11-06 22:50:31.886607
vistla,r-devel-linux-x86_64-fedora-clang,2.1.1,devel,linux,x86_64,fedora-clang,NA,r88968,2025-11-06 22:50:31.886607
yaml,r-devel-linux-x86_64-fedora-clang,2.3.10,devel,linux,x86_64,fedora-clang,NA,r88968,2025-11-06 22:50:31.886607
audio,r-devel-linux-x86_64-fedora-gcc,0.1-11,devel,linux,x86_64,fedora-gcc,NA,r88977,2025-11-06 22:50:31.886607
Binarize,r-devel-linux-x86_64-fedora-gcc,1.3.1,devel,linux,x86_64,fedora-gcc,NA,r88977,2025-11-06 22:50:31.886607
essentials,r-devel-linux-x86_64-fedora-gcc,0.1.0,devel,linux,x86_64,fedora-gcc,NA,r88977,2025-11-06 22:50:31.886607
expint,r-devel-linux-x86_64-fedora-gcc,0.1-8,devel,linux,x86_64,fedora-gcc,NA,r88977,2025-11-06 22:50:31.886607
gafit,r-devel-linux-x86_64-fedora-gcc,0.5.1,devel,linux,x86_64,fedora-gcc,NA,r88977,2025-11-06 22:50:31.886607
GenSA,r-devel-linux-x86_64-fedora-gcc,1.1.14.1,devel,linux,x86_64,fedora-gcc,NA,r88977,2025-11-06 22:50:31.886607
gsl,r-devel-linux-x86_64-fedora-gcc,2.1-8,devel,linux,x86_64,fedora-gcc,NA,r88977,2025-11-06 22:50:31.886607
iotools,r-devel-linux-x86_64-fedora-gcc,0.3-5,devel,linux,x86_64,fedora-gcc,NA,r88977,2025-11-06 22:50:31.886607
mmap,r-devel-linux-x86_64-fedora-gcc,0.6-22,devel,linux,x86_64,fedora-gcc,NA,r88977,2025-11-06 22:50:31.886607
quotedargs,r-devel-linux-x86_64-fedora-gcc,0.1.3,devel,linux,x86_64,fedora-gcc,NA,r88977,2025-11-06 22:50:31.886607
Rbeast,r-devel-linux-x86_64-fedora-gcc,1.0.1,devel,linux,x86_64,fedora-gcc,NA,r88977,2025-11-06 22:50:31.886607
rJava,r-devel-linux-x86_64-fedora-gcc,1.0-11,devel,linux,x86_64,fedora-gcc,NA,r88977,2025-11-06 22:50:31.886607
RSclient,r-devel-linux-x86_64-fedora-gcc,0.7-10,devel,linux,x86_64,fedora-gcc,NA,r88977,2025-11-06 22:50:31.886607
splusTimeDate,r-devel-linux-x86_64-fedora-gcc,2.5.8,devel,linux,x86_64,fedora-gcc,NA,r88977,2025-11-06 22:50:31.886607
vistla,r-devel-linux-x86_64-fedora-gcc,2.1.1,devel,linux,x86_64,fedora-gcc,NA,r88977,2025-11-06 22:50:31.886607
yaml,r-devel-linux-x86_64-fedora-gcc,2.3.10,devel,linux,x86_64,fedora-gcc,NA,r88977,2025-11-06 22:50:31.886607
