Package,Flavor,Version,R_version,OS,architecture,other,version,revision,Date
openNLP,r-devel-linux-x86_64-debian-gcc,0.2-7,devel,linux,x86_64,debian-gcc,NA,r82474,2022-06-12 22:56:29
pro,r-devel-linux-x86_64-debian-gcc,0.1.1,devel,linux,x86_64,debian-gcc,NA,r82474,2022-06-12 22:56:29
provViz,r-devel-linux-x86_64-debian-gcc,1.0.8,devel,linux,x86_64,debian-gcc,NA,r82474,2022-06-12 22:56:29
afc,r-devel-windows-x86_64,1.4.0,devel,windows,x86_64,,NA,r82474,2022-06-12 22:56:29
agrmt,r-devel-windows-x86_64,1.42.8,devel,windows,x86_64,,NA,r82474,2022-06-12 22:56:29
astrolibR,r-devel-windows-x86_64,0.1,devel,windows,x86_64,,NA,r82474,2022-06-12 22:56:29
bibs,r-devel-windows-x86_64,1.1.1,devel,windows,x86_64,,NA,r82474,2022-06-12 22:56:29
cat,r-devel-windows-x86_64,0.0-7,devel,windows,x86_64,,NA,r82474,2022-06-12 22:56:29
corpora,r-devel-windows-x86_64,0.5-1,devel,windows,x86_64,,NA,r82474,2022-06-12 22:56:29
cosmoFns,r-devel-windows-x86_64,1.1-1,devel,windows,x86_64,,NA,r82474,2022-06-12 22:56:29
distillery,r-devel-windows-x86_64,1.2-1,devel,windows,x86_64,,NA,r82474,2022-06-12 22:56:29
enRich,r-devel-windows-x86_64,3.1,devel,windows,x86_64,,NA,r82474,2022-06-12 22:56:29
enviPat,r-devel-windows-x86_64,2.4,devel,windows,x86_64,,NA,r82474,2022-06-12 22:56:29
fechner,r-devel-windows-x86_64,1.0-3,devel,windows,x86_64,,NA,r82474,2022-06-12 22:56:29
gamlss.data,r-devel-windows-x86_64,6.0-2,devel,windows,x86_64,,NA,r82474,2022-06-12 22:56:29
gap.datasets,r-devel-windows-x86_64,0.0.5,devel,windows,x86_64,,NA,r82474,2022-06-12 22:56:29
hbmem,r-devel-windows-x86_64,0.3-3,devel,windows,x86_64,,NA,r82474,2022-06-12 22:56:29
hcci,r-devel-windows-x86_64,1.0.0,devel,windows,x86_64,,NA,r82474,2022-06-12 22:56:29
httpRequest,r-devel-windows-x86_64,0.0.11,devel,windows,x86_64,,NA,r82474,2022-06-12 22:56:29
ifs,r-devel-windows-x86_64,0.1.5,devel,windows,x86_64,,NA,r82474,2022-06-12 22:56:29
intervals,r-devel-windows-x86_64,0.15.2,devel,windows,x86_64,,NA,r82474,2022-06-12 22:56:29
liureg,r-devel-windows-x86_64,1.1.2,devel,windows,x86_64,,NA,r82474,2022-06-12 22:56:29
lmridge,r-devel-windows-x86_64,1.2.1,devel,windows,x86_64,,NA,r82474,2022-06-12 22:56:29
lmSubsets,r-devel-windows-x86_64,0.5-2,devel,windows,x86_64,,NA,r82474,2022-06-12 22:56:29
locpol,r-devel-windows-x86_64,0.7-0,devel,windows,x86_64,,NA,r82474,2022-06-12 22:56:29
lpridge,r-devel-windows-x86_64,1.0-8,devel,windows,x86_64,,NA,r82474,2022-06-12 22:56:29
lpSolve,r-devel-windows-x86_64,5.6.15,devel,windows,x86_64,,NA,r82474,2022-06-12 22:56:29
magic,r-devel-windows-x86_64,1.6-0,devel,windows,x86_64,,NA,r82474,2022-06-12 22:56:29
marima,r-devel-windows-x86_64,2.2,devel,windows,x86_64,,NA,r82474,2022-06-12 22:56:29
matlab,r-devel-windows-x86_64,1.0.4,devel,windows,x86_64,,NA,r82474,2022-06-12 22:56:29
mctest,r-devel-windows-x86_64,1.3.1,devel,windows,x86_64,,NA,r82474,2022-06-12 22:56:29
ms.sev,r-devel-windows-x86_64,1.0.4,devel,windows,x86_64,,NA,r82474,2022-06-12 22:56:29
nleqslv,r-devel-windows-x86_64,3.3.2,devel,windows,x86_64,,NA,r82474,2022-06-12 22:56:29
noia,r-devel-windows-x86_64,0.97.1,devel,windows,x86_64,,NA,r82474,2022-06-12 22:56:29
