Package,Flavor,Version,R_version,OS,architecture,other,version,revision,Date
bapred,r-devel-linux-x86_64-fedora-gcc,1.1,devel,linux,x86_64,fedora-gcc,NA,r86526,2024-05-10 22:50:49.185078
adaptiveGPCA,r-oldrel-macos-x86_64,0.1.3,oldrel,macos,x86_64,,4.3.2,NA,2024-05-10 22:50:49.185078
bioRad,r-oldrel-macos-x86_64,0.7.3,oldrel,macos,x86_64,,4.3.2,NA,2024-05-10 22:50:49.185078
breakaway,r-oldrel-macos-x86_64,4.8.4,oldrel,macos,x86_64,,4.3.2,NA,2024-05-10 22:50:49.185078
chem16S,r-oldrel-macos-x86_64,1.0.0,oldrel,macos,x86_64,,4.3.2,NA,2024-05-10 22:50:49.185078
cubar,r-oldrel-macos-x86_64,0.5.0,oldrel,macos,x86_64,,4.3.2,NA,2024-05-10 22:50:49.185078
file2meco,r-oldrel-macos-x86_64,0.7.1,oldrel,macos,x86_64,,4.3.2,NA,2024-05-10 22:50:49.185078
HTSSIP,r-oldrel-macos-x86_64,1.4.1,oldrel,macos,x86_64,,4.3.2,NA,2024-05-10 22:50:49.185078
HybridMicrobiomes,r-oldrel-macos-x86_64,0.1.1,oldrel,macos,x86_64,,4.3.2,NA,2024-05-10 22:50:49.185078
karyotapR,r-oldrel-macos-x86_64,1.0.1,oldrel,macos,x86_64,,4.3.2,NA,2024-05-10 22:50:49.185078
LOMAR,r-oldrel-macos-x86_64,0.4.0,oldrel,macos,x86_64,,4.3.2,NA,2024-05-10 22:50:49.185078
microbial,r-oldrel-macos-x86_64,0.0.20,oldrel,macos,x86_64,,4.3.2,NA,2024-05-10 22:50:49.185078
mixKernel,r-oldrel-macos-x86_64,0.9-1,oldrel,macos,x86_64,,4.3.2,NA,2024-05-10 22:50:49.185078
NEONiso,r-oldrel-macos-x86_64,0.7.0,oldrel,macos,x86_64,,4.3.2,NA,2024-05-10 22:50:49.185078
NMRphasing,r-oldrel-macos-x86_64,1.0.4,oldrel,macos,x86_64,,4.3.2,NA,2024-05-10 22:50:49.185078
ondisc,r-oldrel-macos-x86_64,1.0.0,oldrel,macos,x86_64,,4.3.2,NA,2024-05-10 22:50:49.185078
phyloseqGraphTest,r-oldrel-macos-x86_64,0.1.1,oldrel,macos,x86_64,,4.3.2,NA,2024-05-10 22:50:49.185078
RapidoPGS,r-oldrel-macos-x86_64,2.3.0,oldrel,macos,x86_64,,4.3.2,NA,2024-05-10 22:50:49.185078
rDataPipeline,r-oldrel-macos-x86_64,0.54.1,oldrel,macos,x86_64,,4.3.2,NA,2024-05-10 22:50:49.185078
santaR,r-oldrel-macos-x86_64,1.2.4,oldrel,macos,x86_64,,4.3.2,NA,2024-05-10 22:50:49.185078
SigTree,r-oldrel-macos-x86_64,1.10.6,oldrel,macos,x86_64,,4.3.2,NA,2024-05-10 22:50:49.185078
speedytax,r-oldrel-macos-x86_64,1.0.3,oldrel,macos,x86_64,,4.3.2,NA,2024-05-10 22:50:49.185078
