Package,Flavor,Version,R_version,OS,architecture,other,version,revision,Date
AnimalHabitatNetwork,r-devel-linux-x86_64-debian-clang,0.1.0,devel,linux,x86_64,debian-clang,NA,r88920,2025-10-17 22:50:34.934321
codebook,r-devel-linux-x86_64-debian-clang,0.9.6,devel,linux,x86_64,debian-clang,NA,r88920,2025-10-17 22:50:34.934321
DrDimont,r-devel-linux-x86_64-debian-clang,0.1.4,devel,linux,x86_64,debian-clang,NA,r88920,2025-10-17 22:50:34.934321
DWLS,r-devel-linux-x86_64-debian-clang,0.1.0,devel,linux,x86_64,debian-clang,NA,r88920,2025-10-17 22:50:34.934321
egor,r-devel-linux-x86_64-debian-clang,1.24.2,devel,linux,x86_64,debian-clang,NA,r88920,2025-10-17 22:50:34.934321
FCMapper,r-devel-linux-x86_64-debian-clang,1.1,devel,linux,x86_64,debian-clang,NA,r88920,2025-10-17 22:50:34.934321
IOHanalyzer,r-devel-linux-x86_64-debian-clang,0.1.8.10,devel,linux,x86_64,debian-clang,NA,r88920,2025-10-17 22:50:34.934321
klassR,r-devel-linux-x86_64-debian-clang,1.0.2,devel,linux,x86_64,debian-clang,NA,r88920,2025-10-17 22:50:34.934321
multinet,r-devel-linux-x86_64-debian-clang,4.3.1,devel,linux,x86_64,debian-clang,NA,r88920,2025-10-17 22:50:34.934321
mwcsr,r-devel-linux-x86_64-debian-clang,0.1.9,devel,linux,x86_64,debian-clang,NA,r88920,2025-10-17 22:50:34.934321
panstarrs,r-devel-linux-x86_64-debian-clang,0.2.2,devel,linux,x86_64,debian-clang,NA,r88920,2025-10-17 22:50:34.934321
PopComm,r-devel-linux-x86_64-debian-clang,0.1.0.1,devel,linux,x86_64,debian-clang,NA,r88920,2025-10-17 22:50:34.934321
PSAboot,r-devel-linux-x86_64-debian-clang,1.3.8,devel,linux,x86_64,debian-clang,NA,r88920,2025-10-17 22:50:34.934321
SEMID,r-devel-linux-x86_64-debian-clang,0.4.1,devel,linux,x86_64,debian-clang,NA,r88920,2025-10-17 22:50:34.934321
sfhelper,r-devel-linux-x86_64-debian-clang,0.2.2.0,devel,linux,x86_64,debian-clang,NA,r88920,2025-10-17 22:50:34.934321
sidra,r-devel-linux-x86_64-debian-clang,0.1.9,devel,linux,x86_64,debian-clang,NA,r88920,2025-10-17 22:50:34.934321
softclassval,r-devel-linux-x86_64-debian-clang,1.1.0,devel,linux,x86_64,debian-clang,NA,r88920,2025-10-17 22:50:34.934321
weathR,r-devel-linux-x86_64-debian-clang,0.1.0,devel,linux,x86_64,debian-clang,NA,r88920,2025-10-17 22:50:34.934321
