Package,Flavor,Version,R_version,OS,architecture,other,version,revision,Date
iqLearn,r-release-linux-x86_64,1.5,release,linux,x86_64,,4.2.1,NA,2022-08-04 22:57:49
rkafka,r-release-linux-x86_64,1.3,release,linux,x86_64,,4.2.1,NA,2022-08-04 22:57:49
scagnostics,r-release-linux-x86_64,0.2-6,release,linux,x86_64,,4.2.1,NA,2022-08-04 22:57:49
scalreg,r-release-linux-x86_64,1.0.1,release,linux,x86_64,,4.2.1,NA,2022-08-04 22:57:49
scatterplot3d,r-release-linux-x86_64,0.3-41,release,linux,x86_64,,4.2.1,NA,2022-08-04 22:57:49
schoolmath,r-release-linux-x86_64,0.4.1,release,linux,x86_64,,4.2.1,NA,2022-08-04 22:57:49
scidesignR,r-release-linux-x86_64,1.0.0,release,linux,x86_64,,4.2.1,NA,2022-08-04 22:57:49
sciplot,r-release-linux-x86_64,1.2-0,release,linux,x86_64,,4.2.1,NA,2022-08-04 22:57:49
scout,r-release-linux-x86_64,1.0.4,release,linux,x86_64,,4.2.1,NA,2022-08-04 22:57:49
scuba,r-release-linux-x86_64,1.11-0,release,linux,x86_64,,4.2.1,NA,2022-08-04 22:57:49
sdef,r-release-linux-x86_64,1.7,release,linux,x86_64,,4.2.1,NA,2022-08-04 22:57:49
sealasso,r-release-linux-x86_64,0.1-3,release,linux,x86_64,,4.2.1,NA,2022-08-04 22:57:49
seismic,r-release-linux-x86_64,1.1,release,linux,x86_64,,4.2.1,NA,2022-08-04 22:57:49
selectapref,r-release-linux-x86_64,0.1.2,release,linux,x86_64,,4.2.1,NA,2022-08-04 22:57:49
selectiongain,r-release-linux-x86_64,2.0.707,release,linux,x86_64,,4.2.1,NA,2022-08-04 22:57:49
sendmailR,r-release-linux-x86_64,1.2-1.1,release,linux,x86_64,,4.2.1,NA,2022-08-04 22:57:49
sensitivity2x2xk,r-release-linux-x86_64,1.01,release,linux,x86_64,,4.2.1,NA,2022-08-04 22:57:49
sensitivityfull,r-release-linux-x86_64,1.5.6,release,linux,x86_64,,4.2.1,NA,2022-08-04 22:57:49
sensitivitymult,r-release-linux-x86_64,1.0.2,release,linux,x86_64,,4.2.1,NA,2022-08-04 22:57:49
sensitivitymv,r-release-linux-x86_64,1.4.3,release,linux,x86_64,,4.2.1,NA,2022-08-04 22:57:49
sensitivitymw,r-release-linux-x86_64,2.1,release,linux,x86_64,,4.2.1,NA,2022-08-04 22:57:49
