Package,Flavor,Version,R_version,OS,architecture,other,version,revision,Date
detrendr,r-devel-linux-x86_64-debian-gcc,0.6.15,devel,linux,x86_64,debian-gcc,NA,r87709,2025-02-10 22:50:15.132369
DFD,r-devel-linux-x86_64-debian-gcc,0.2.0,devel,linux,x86_64,debian-gcc,NA,r87709,2025-02-10 22:50:15.132369
DiffCorr,r-devel-linux-x86_64-debian-gcc,0.4.4,devel,linux,x86_64,debian-gcc,NA,r87709,2025-02-10 22:50:15.132369
DoubleML,r-devel-linux-x86_64-debian-gcc,1.0.1,devel,linux,x86_64,debian-gcc,NA,r87709,2025-02-10 22:50:15.132369
DramaAnalysis,r-devel-linux-x86_64-debian-gcc,3.0.2,devel,linux,x86_64,debian-gcc,NA,r87709,2025-02-10 22:50:15.132369
DrugSim2DR,r-devel-linux-x86_64-debian-gcc,0.1.1,devel,linux,x86_64,debian-gcc,NA,r87709,2025-02-10 22:50:15.132369
DrugUtilisation,r-devel-linux-x86_64-debian-gcc,0.8.2,devel,linux,x86_64,debian-gcc,NA,r87709,2025-02-10 22:50:15.132369
EHRtemporalVariability,r-devel-linux-x86_64-debian-gcc,1.2.1,devel,linux,x86_64,debian-gcc,NA,r87709,2025-02-10 22:50:15.132369
ElevDistr,r-devel-linux-x86_64-debian-gcc,1.0.9,devel,linux,x86_64,debian-gcc,NA,r87709,2025-02-10 22:50:15.132369
EMJMCMC,r-devel-linux-x86_64-debian-gcc,1.5.0,devel,linux,x86_64,debian-gcc,NA,r87709,2025-02-10 22:50:15.132369
EstimationTools,r-devel-linux-x86_64-debian-gcc,4.0.0,devel,linux,x86_64,debian-gcc,NA,r87709,2025-02-10 22:50:15.132369
Eunomia,r-devel-linux-x86_64-debian-gcc,2.0.0,devel,linux,x86_64,debian-gcc,NA,r87709,2025-02-10 22:50:15.132369
FFdownload,r-devel-linux-x86_64-debian-gcc,1.1.1,devel,linux,x86_64,debian-gcc,NA,r87709,2025-02-10 22:50:15.132369
FLASHMM,r-devel-linux-x86_64-debian-gcc,1.0.0,devel,linux,x86_64,debian-gcc,NA,r87709,2025-02-10 22:50:15.132369
klassR,r-devel-linux-x86_64-debian-gcc,1.0.2,devel,linux,x86_64,debian-gcc,NA,r87709,2025-02-10 22:50:15.132369
lacunaritycovariance,r-devel-linux-x86_64-debian-gcc,1.1-7,devel,linux,x86_64,debian-gcc,NA,r87709,2025-02-10 22:50:15.132369
T2DFitTailor,r-devel-linux-x86_64-debian-gcc,3.0.0,devel,linux,x86_64,debian-gcc,NA,r87709,2025-02-10 22:50:15.132369
urlshorteneR,r-devel-linux-x86_64-debian-gcc,1.5.7,devel,linux,x86_64,debian-gcc,NA,r87709,2025-02-10 22:50:15.132369
wordmap,r-devel-linux-x86_64-debian-gcc,0.9.2,devel,linux,x86_64,debian-gcc,NA,r87709,2025-02-10 22:50:15.132369
paws.analytics,r-devel-linux-x86_64-fedora-clang,0.8.0,devel,linux,x86_64,fedora-clang,NA,r87668,2025-02-10 22:50:15.132369
webdav,r-devel-linux-x86_64-fedora-clang,0.1.3,devel,linux,x86_64,fedora-clang,NA,r87668,2025-02-10 22:50:15.132369
