Package,Flavor,Version,R_version,OS,architecture,other,version,revision,Date
stablespec,r-devel-linux-x86_64-fedora-clang,0.3.0,devel,linux,x86_64,fedora-clang,NA,r83155,2022-10-30 22:53:42
heatmapFlex,r-oldrel-macos-arm64,0.1.2,oldrel,macos,arm64,,4.1.0,NA,2022-10-30 22:53:42
mExplorer,r-oldrel-macos-arm64,1.0.0,oldrel,macos,arm64,,4.1.0,NA,2022-10-30 22:53:42
pbdMPI,r-oldrel-macos-arm64,0.4-6,oldrel,macos,arm64,,4.1.0,NA,2022-10-30 22:53:42
Biopeak,r-patched-linux-x86_64,1.0,patched,linux,x86_64,,4.2.2,r83164,2022-10-30 22:53:42
bsplus,r-patched-linux-x86_64,0.1.3,patched,linux,x86_64,,4.2.2,r83164,2022-10-30 22:53:42
CPC,r-patched-linux-x86_64,2.2.1,patched,linux,x86_64,,4.2.2,r83164,2022-10-30 22:53:42
mlr3cluster,r-patched-linux-x86_64,0.1.4,patched,linux,x86_64,,4.2.2,r83164,2022-10-30 22:53:42
networkscaleup,r-patched-linux-x86_64,0.1-1,patched,linux,x86_64,,4.2.2,r83164,2022-10-30 22:53:42
nlmixr2plot,r-patched-linux-x86_64,2.0.7,patched,linux,x86_64,,4.2.2,r83164,2022-10-30 22:53:42
odeGUTS,r-patched-linux-x86_64,1.0.1,patched,linux,x86_64,,4.2.2,r83164,2022-10-30 22:53:42
pxweb,r-patched-linux-x86_64,0.16.1,patched,linux,x86_64,,4.2.2,r83164,2022-10-30 22:53:42
rglobi,r-patched-linux-x86_64,0.2.28,patched,linux,x86_64,,4.2.2,r83164,2022-10-30 22:53:42
RSocrata,r-patched-linux-x86_64,1.7.11-2,patched,linux,x86_64,,4.2.2,r83164,2022-10-30 22:53:42
sfdep,r-patched-linux-x86_64,0.2.0,patched,linux,x86_64,,4.2.2,r83164,2022-10-30 22:53:42
tukeyGH,r-patched-linux-x86_64,1.0.0,patched,linux,x86_64,,4.2.2,r83164,2022-10-30 22:53:42
uniswappeR,r-patched-linux-x86_64,0.6.0,patched,linux,x86_64,,4.2.2,r83164,2022-10-30 22:53:42
