Package,Flavor,Version,R_version,OS,architecture,other,version,revision,Date
argon2,r-devel-linux-x86_64-fedora-clang,0.4-0,devel,linux,x86_64,fedora-clang,NA,r83373,2022-12-04 22:55:03
date,r-devel-linux-x86_64-fedora-clang,1.2-40,devel,linux,x86_64,fedora-clang,NA,r83373,2022-12-04 22:55:03
filehash,r-devel-linux-x86_64-fedora-clang,2.4-3,devel,linux,x86_64,fedora-clang,NA,r83373,2022-12-04 22:55:03
foreign,r-devel-linux-x86_64-fedora-clang,0.8-83,devel,linux,x86_64,fedora-clang,NA,r83373,2022-12-04 22:55:03
JavaGD,r-devel-linux-x86_64-fedora-clang,0.6-5,devel,linux,x86_64,fedora-clang,NA,r83373,2022-12-04 22:55:03
kappalab,r-devel-linux-x86_64-fedora-clang,0.4-8,devel,linux,x86_64,fedora-clang,NA,r83373,2022-12-04 22:55:03
nanonext,r-devel-linux-x86_64-fedora-clang,0.7.1,devel,linux,x86_64,fedora-clang,NA,r83373,2022-12-04 22:55:03
pbdSLAP,r-devel-linux-x86_64-fedora-clang,0.3-3,devel,linux,x86_64,fedora-clang,NA,r83373,2022-12-04 22:55:03
pbdZMQ,r-devel-linux-x86_64-fedora-clang,0.3-8,devel,linux,x86_64,fedora-clang,NA,r83373,2022-12-04 22:55:03
pcaL1,r-devel-linux-x86_64-fedora-clang,1.5.6,devel,linux,x86_64,fedora-clang,NA,r83373,2022-12-04 22:55:03
randtoolbox,r-devel-linux-x86_64-fedora-clang,2.0.3,devel,linux,x86_64,fedora-clang,NA,r83373,2022-12-04 22:55:03
RApiDatetime,r-devel-linux-x86_64-fedora-clang,0.0.7,devel,linux,x86_64,fedora-clang,NA,r83373,2022-12-04 22:55:03
Rbeast,r-devel-linux-x86_64-fedora-clang,0.9.5,devel,linux,x86_64,fedora-clang,NA,r83373,2022-12-04 22:55:03
Rfmtool,r-devel-linux-x86_64-fedora-clang,4.1.9,devel,linux,x86_64,fedora-clang,NA,r83373,2022-12-04 22:55:03
RhpcBLASctl,r-devel-linux-x86_64-fedora-clang,0.21-247.1,devel,linux,x86_64,fedora-clang,NA,r83373,2022-12-04 22:55:03
RODBC,r-devel-linux-x86_64-fedora-clang,1.3-19,devel,linux,x86_64,fedora-clang,NA,r83373,2022-12-04 22:55:03
