Package,Flavor,Version,R_version,OS,architecture,other,version,revision,Date
clpm,r-devel-linux-x86_64-debian-clang,1.0,devel,linux,x86_64,debian-clang,NA,r84939,2023-08-15 22:51:31.824783
GSA,r-devel-linux-x86_64-debian-clang,1.03.2,devel,linux,x86_64,debian-clang,NA,r84939,2023-08-15 22:51:31.824783
nomordR,r-devel-linux-x86_64-debian-clang,0.1,devel,linux,x86_64,debian-clang,NA,r84939,2023-08-15 22:51:31.824783
parallelly,r-devel-linux-x86_64-debian-clang,1.36.0,devel,linux,x86_64,debian-clang,NA,r84939,2023-08-15 22:51:31.824783
proxirr,r-devel-linux-x86_64-debian-clang,0.2,devel,linux,x86_64,debian-clang,NA,r84939,2023-08-15 22:51:31.824783
R.oo,r-devel-linux-x86_64-debian-clang,1.25.0,devel,linux,x86_64,debian-clang,NA,r84939,2023-08-15 22:51:31.824783
sra,r-devel-linux-x86_64-debian-clang,0.1.4,devel,linux,x86_64,debian-clang,NA,r84939,2023-08-15 22:51:31.824783
waved,r-devel-linux-x86_64-debian-clang,1.2,devel,linux,x86_64,debian-clang,NA,r84939,2023-08-15 22:51:31.824783
nomordR,r-devel-linux-x86_64-fedora-clang,0.1,devel,linux,x86_64,fedora-clang,NA,r84945,2023-08-15 22:51:31.824783
parallelly,r-devel-linux-x86_64-fedora-clang,1.36.0,devel,linux,x86_64,fedora-clang,NA,r84945,2023-08-15 22:51:31.824783
proxirr,r-devel-linux-x86_64-fedora-clang,0.2,devel,linux,x86_64,fedora-clang,NA,r84945,2023-08-15 22:51:31.824783
sra,r-devel-linux-x86_64-fedora-clang,0.1.4,devel,linux,x86_64,fedora-clang,NA,r84945,2023-08-15 22:51:31.824783
nomordR,r-devel-linux-x86_64-fedora-gcc,0.1,devel,linux,x86_64,fedora-gcc,NA,r84945,2023-08-15 22:51:31.824783
parallelly,r-devel-linux-x86_64-fedora-gcc,1.36.0,devel,linux,x86_64,fedora-gcc,NA,r84945,2023-08-15 22:51:31.824783
proxirr,r-devel-linux-x86_64-fedora-gcc,0.2,devel,linux,x86_64,fedora-gcc,NA,r84945,2023-08-15 22:51:31.824783
sra,r-devel-linux-x86_64-fedora-gcc,0.1.4,devel,linux,x86_64,fedora-gcc,NA,r84945,2023-08-15 22:51:31.824783
waved,r-devel-linux-x86_64-fedora-gcc,1.2,devel,linux,x86_64,fedora-gcc,NA,r84945,2023-08-15 22:51:31.824783
sigQC,r-release-macos-arm64,0.1.23,release,macos,arm64,,4.3.0,NA,2023-08-15 22:51:31.824783
