Package,Flavor,Version,R_version,OS,architecture,other,version,revision,Date
annmatrix,r-devel-linux-x86_64-debian-clang,0.1.2,devel,linux,x86_64,debian-clang,NA,r85412,2023-10-28 22:52:39.327429
aws,r-devel-linux-x86_64-debian-clang,2.5-3,devel,linux,x86_64,debian-clang,NA,r85412,2023-10-28 22:52:39.327429
float,r-devel-linux-x86_64-debian-clang,0.3-1,devel,linux,x86_64,debian-clang,NA,r85412,2023-10-28 22:52:39.327429
html5,r-devel-linux-x86_64-debian-clang,1.0.2,devel,linux,x86_64,debian-clang,NA,r85412,2023-10-28 22:52:39.327429
JATSdecoder,r-devel-linux-x86_64-debian-clang,1.2.0,devel,linux,x86_64,debian-clang,NA,r85412,2023-10-28 22:52:39.327429
m61r,r-devel-linux-x86_64-debian-clang,0.0.3,devel,linux,x86_64,debian-clang,NA,r85412,2023-10-28 22:52:39.327429
nanonext,r-devel-linux-x86_64-debian-clang,0.10.2,devel,linux,x86_64,debian-clang,NA,r85412,2023-10-28 22:52:39.327429
omnibus,r-devel-linux-x86_64-debian-clang,1.2.7,devel,linux,x86_64,debian-clang,NA,r85412,2023-10-28 22:52:39.327429
pgam,r-devel-linux-x86_64-debian-clang,0.4.17,devel,linux,x86_64,debian-clang,NA,r85412,2023-10-28 22:52:39.327429
scagnostics,r-devel-linux-x86_64-debian-clang,0.2-6,devel,linux,x86_64,debian-clang,NA,r85412,2023-10-28 22:52:39.327429
SCMA,r-devel-linux-x86_64-debian-clang,1.3.1,devel,linux,x86_64,debian-clang,NA,r85412,2023-10-28 22:52:39.327429
SCRT,r-devel-linux-x86_64-debian-clang,1.3.1,devel,linux,x86_64,debian-clang,NA,r85412,2023-10-28 22:52:39.327429
tigers,r-devel-linux-x86_64-debian-clang,0.1-1,devel,linux,x86_64,debian-clang,NA,r85412,2023-10-28 22:52:39.327429
RGN,r-release-macos-x86_64,1.0.0,release,macos,x86_64,,4.3.0,NA,2023-10-28 22:52:39.327429
