Package,Flavor,Version,R_version,OS,architecture,other,version,revision,Date
ggpicrust2,r-devel-linux-x86_64-fedora-clang,1.7.3,devel,linux,x86_64,fedora-clang,NA,r87265,2024-11-02 22:51:08.384167
MetaLonDA,r-devel-linux-x86_64-fedora-clang,1.1.8,devel,linux,x86_64,fedora-clang,NA,r87265,2024-11-02 22:51:08.384167
ctsem,r-oldrel-macos-arm64,3.10.1,oldrel,macos,arm64,,4.3.1,NA,2024-11-02 22:51:08.384167
AnnoProbe,r-patched-linux-x86_64,0.1.7,patched,linux,x86_64,,4.4.1,r86980,2024-11-02 22:51:08.384167
BED,r-patched-linux-x86_64,1.5.2,patched,linux,x86_64,,4.4.1,r86980,2024-11-02 22:51:08.384167
CorrectOverloadedPeaks,r-patched-linux-x86_64,1.3.3,patched,linux,x86_64,,4.4.1,r86980,2024-11-02 22:51:08.384167
detrendr,r-patched-linux-x86_64,0.6.15,patched,linux,x86_64,,4.4.1,r86980,2024-11-02 22:51:08.384167
DNLC,r-patched-linux-x86_64,1.0.0,patched,linux,x86_64,,4.4.1,r86980,2024-11-02 22:51:08.384167
easybio,r-patched-linux-x86_64,1.1.0,patched,linux,x86_64,,4.4.1,r86980,2024-11-02 22:51:08.384167
EMAS,r-patched-linux-x86_64,0.2.2,patched,linux,x86_64,,4.4.1,r86980,2024-11-02 22:51:08.384167
enviGCMS,r-patched-linux-x86_64,0.7.1,patched,linux,x86_64,,4.4.1,r86980,2024-11-02 22:51:08.384167
fdrci,r-patched-linux-x86_64,2.4,patched,linux,x86_64,,4.4.1,r86980,2024-11-02 22:51:08.384167
geneExpressionFromGEO,r-patched-linux-x86_64,0.9,patched,linux,x86_64,,4.4.1,r86980,2024-11-02 22:51:08.384167
InfiniumPurify,r-patched-linux-x86_64,1.3.1,patched,linux,x86_64,,4.4.1,r86980,2024-11-02 22:51:08.384167
isatabr,r-patched-linux-x86_64,1.0.1,patched,linux,x86_64,,4.4.1,r86980,2024-11-02 22:51:08.384167
LCMSQA,r-patched-linux-x86_64,1.0.2,patched,linux,x86_64,,4.4.1,r86980,2024-11-02 22:51:08.384167
MetabolomicsBasics,r-patched-linux-x86_64,1.4.5,patched,linux,x86_64,,4.4.1,r86980,2024-11-02 22:51:08.384167
metaMA,r-patched-linux-x86_64,3.1.3,patched,linux,x86_64,,4.4.1,r86980,2024-11-02 22:51:08.384167
mi4p,r-patched-linux-x86_64,1.2,patched,linux,x86_64,,4.4.1,r86980,2024-11-02 22:51:08.384167
MLML2R,r-patched-linux-x86_64,0.3.3,patched,linux,x86_64,,4.4.1,r86980,2024-11-02 22:51:08.384167
NACHO,r-patched-linux-x86_64,2.0.6,patched,linux,x86_64,,4.4.1,r86980,2024-11-02 22:51:08.384167
RAMClustR,r-patched-linux-x86_64,1.3.1,patched,linux,x86_64,,4.4.1,r86980,2024-11-02 22:51:08.384167
seeker,r-patched-linux-x86_64,1.1.6,patched,linux,x86_64,,4.4.1,r86980,2024-11-02 22:51:08.384167
segRDA,r-patched-linux-x86_64,1.0.2,patched,linux,x86_64,,4.4.1,r86980,2024-11-02 22:51:08.384167
TcGSA,r-patched-linux-x86_64,0.12.10,patched,linux,x86_64,,4.4.1,r86980,2024-11-02 22:51:08.384167
webdav,r-patched-linux-x86_64,0.1.1,patched,linux,x86_64,,4.4.1,r86980,2024-11-02 22:51:08.384167
