Package,Flavor,Version,R_version,OS,architecture,other,version,revision,Date
bsgof,r-devel-linux-x86_64-fedora-clang,0.23.8,devel,linux,x86_64,fedora-clang,NA,r87181,2024-09-21 22:51:03.374626
DEoptimR,r-devel-linux-x86_64-fedora-clang,1.1-3,devel,linux,x86_64,fedora-clang,NA,r87181,2024-09-21 22:51:03.374626
dstat2x2xk,r-devel-linux-x86_64-fedora-clang,0.2.0,devel,linux,x86_64,fedora-clang,NA,r87181,2024-09-21 22:51:03.374626
Dykstra,r-devel-linux-x86_64-fedora-clang,1.0-0,devel,linux,x86_64,fedora-clang,NA,r87181,2024-09-21 22:51:03.374626
esc,r-devel-linux-x86_64-fedora-clang,0.5.1,devel,linux,x86_64,fedora-clang,NA,r87181,2024-09-21 22:51:03.374626
fcp,r-devel-linux-x86_64-fedora-clang,0.1.0,devel,linux,x86_64,fedora-clang,NA,r87181,2024-09-21 22:51:03.374626
FinePop2,r-devel-linux-x86_64-fedora-clang,0.4,devel,linux,x86_64,fedora-clang,NA,r87181,2024-09-21 22:51:03.374626
gaussfacts,r-devel-linux-x86_64-fedora-clang,0.0.2,devel,linux,x86_64,fedora-clang,NA,r87181,2024-09-21 22:51:03.374626
GenBinomApps,r-devel-linux-x86_64-fedora-clang,1.2.1,devel,linux,x86_64,fedora-clang,NA,r87181,2024-09-21 22:51:03.374626
GIGrvg,r-devel-linux-x86_64-fedora-clang,0.8,devel,linux,x86_64,fedora-clang,NA,r87181,2024-09-21 22:51:03.374626
irrNA,r-devel-linux-x86_64-fedora-clang,0.2.3,devel,linux,x86_64,fedora-clang,NA,r87181,2024-09-21 22:51:03.374626
lmf,r-devel-linux-x86_64-fedora-clang,1.2.1,devel,linux,x86_64,fedora-clang,NA,r87181,2024-09-21 22:51:03.374626
NLP,r-devel-linux-x86_64-fedora-clang,0.3-0,devel,linux,x86_64,fedora-clang,NA,r87181,2024-09-21 22:51:03.374626
pbdSLAP,r-devel-linux-x86_64-fedora-clang,0.3-5,devel,linux,x86_64,fedora-clang,NA,r87181,2024-09-21 22:51:03.374626
qdapDictionaries,r-devel-linux-x86_64-fedora-clang,1.0.7,devel,linux,x86_64,fedora-clang,NA,r87181,2024-09-21 22:51:03.374626
Rarity,r-devel-linux-x86_64-fedora-clang,1.3-8,devel,linux,x86_64,fedora-clang,NA,r87181,2024-09-21 22:51:03.374626
rateratio.test,r-devel-linux-x86_64-fedora-clang,1.1,devel,linux,x86_64,fedora-clang,NA,r87181,2024-09-21 22:51:03.374626
Rglpk,r-devel-linux-x86_64-fedora-clang,0.6-5.1,devel,linux,x86_64,fedora-clang,NA,r87181,2024-09-21 22:51:03.374626
rivernet,r-devel-linux-x86_64-fedora-clang,1.2.3,devel,linux,x86_64,fedora-clang,NA,r87181,2024-09-21 22:51:03.374626
rmsfact,r-devel-linux-x86_64-fedora-clang,0.0.3,devel,linux,x86_64,fedora-clang,NA,r87181,2024-09-21 22:51:03.374626
Rsymphony,r-devel-linux-x86_64-fedora-clang,0.1-33,devel,linux,x86_64,fedora-clang,NA,r87181,2024-09-21 22:51:03.374626
tripack,r-devel-linux-x86_64-fedora-clang,1.3-9.1,devel,linux,x86_64,fedora-clang,NA,r87181,2024-09-21 22:51:03.374626
lmom,r-devel-linux-x86_64-fedora-gcc,3.0,devel,linux,x86_64,fedora-gcc,NA,r87181,2024-09-21 22:51:03.374626
mvgb,r-devel-linux-x86_64-fedora-gcc,0.0.5,devel,linux,x86_64,fedora-gcc,NA,r87181,2024-09-21 22:51:03.374626
nnls,r-devel-linux-x86_64-fedora-gcc,1.5,devel,linux,x86_64,fedora-gcc,NA,r87181,2024-09-21 22:51:03.374626
pbdSLAP,r-devel-linux-x86_64-fedora-gcc,0.3-5,devel,linux,x86_64,fedora-gcc,NA,r87181,2024-09-21 22:51:03.374626
repeated,r-devel-linux-x86_64-fedora-gcc,1.1.9,devel,linux,x86_64,fedora-gcc,NA,r87181,2024-09-21 22:51:03.374626
SPECIES,r-devel-linux-x86_64-fedora-gcc,1.1.4,devel,linux,x86_64,fedora-gcc,NA,r87181,2024-09-21 22:51:03.374626
tripack,r-devel-linux-x86_64-fedora-gcc,1.3-9.1,devel,linux,x86_64,fedora-gcc,NA,r87181,2024-09-21 22:51:03.374626
Vdgraph,r-devel-linux-x86_64-fedora-gcc,2.2-7,devel,linux,x86_64,fedora-gcc,NA,r87181,2024-09-21 22:51:03.374626
