Package,Flavor,Version,R_version,OS,architecture,other,version,revision,Date
audio,r-devel-linux-x86_64-fedora-clang,0.1-10,devel,linux,x86_64,fedora-clang,NA,r82903,2022-10-05 23:09:14
biclique,r-devel-linux-x86_64-fedora-clang,1.0.5,devel,linux,x86_64,fedora-clang,NA,r82903,2022-10-05 23:09:14
Binarize,r-devel-linux-x86_64-fedora-clang,1.3,devel,linux,x86_64,fedora-clang,NA,r82903,2022-10-05 23:09:14
BiTrinA,r-devel-linux-x86_64-fedora-clang,1.3,devel,linux,x86_64,fedora-clang,NA,r82903,2022-10-05 23:09:14
bqtl,r-devel-linux-x86_64-fedora-clang,1.0-33,devel,linux,x86_64,fedora-clang,NA,r82903,2022-10-05 23:09:14
Cairo,r-devel-linux-x86_64-fedora-clang,1.6-0,devel,linux,x86_64,fedora-clang,NA,r82903,2022-10-05 23:09:14
catnet,r-devel-linux-x86_64-fedora-clang,1.15.7,devel,linux,x86_64,fedora-clang,NA,r82903,2022-10-05 23:09:14
cclust,r-devel-linux-x86_64-fedora-clang,0.6-24,devel,linux,x86_64,fedora-clang,NA,r82903,2022-10-05 23:09:14
date,r-devel-linux-x86_64-fedora-clang,1.2-39,devel,linux,x86_64,fedora-clang,NA,r82903,2022-10-05 23:09:14
dequer,r-devel-linux-x86_64-fedora-clang,2.0-2,devel,linux,x86_64,fedora-clang,NA,r82903,2022-10-05 23:09:14
devoid,r-devel-linux-x86_64-fedora-clang,0.1.1,devel,linux,x86_64,fedora-clang,NA,r82903,2022-10-05 23:09:14
emdist,r-devel-linux-x86_64-fedora-clang,0.3-2,devel,linux,x86_64,fedora-clang,NA,r82903,2022-10-05 23:09:14
expint,r-devel-linux-x86_64-fedora-clang,0.1-7,devel,linux,x86_64,fedora-clang,NA,r82903,2022-10-05 23:09:14
FGSG,r-devel-linux-x86_64-fedora-clang,1.0.2,devel,linux,x86_64,fedora-clang,NA,r82903,2022-10-05 23:09:14
flexiblas,r-devel-linux-x86_64-fedora-clang,3.1.0,devel,linux,x86_64,fedora-clang,NA,r82903,2022-10-05 23:09:14
float,r-devel-linux-x86_64-fedora-clang,0.3-0,devel,linux,x86_64,fedora-clang,NA,r82903,2022-10-05 23:09:14
