Package,Flavor,Version,R_version,OS,architecture,other,version,revision,Date
arcpullr,r-devel-linux-x86_64-debian-clang,0.2.9,devel,linux,x86_64,debian-clang,NA,r86909,2024-07-23 22:51:27.468951
autoGO,r-devel-linux-x86_64-debian-clang,0.9.1,devel,linux,x86_64,debian-clang,NA,r86909,2024-07-23 22:51:27.468951
cvms,r-devel-linux-x86_64-debian-clang,1.6.1,devel,linux,x86_64,debian-clang,NA,r86909,2024-07-23 22:51:27.468951
fuzzyreg,r-devel-linux-x86_64-debian-clang,0.6.2,devel,linux,x86_64,debian-clang,NA,r86909,2024-07-23 22:51:27.468951
haploR,r-devel-linux-x86_64-debian-clang,4.0.7,devel,linux,x86_64,debian-clang,NA,r86909,2024-07-23 22:51:27.468951
isotracer,r-devel-linux-x86_64-debian-clang,1.1.6,devel,linux,x86_64,debian-clang,NA,r86909,2024-07-23 22:51:27.468951
JFE,r-devel-linux-x86_64-debian-clang,2.5.7,devel,linux,x86_64,debian-clang,NA,r86909,2024-07-23 22:51:27.468951
kDGLM,r-devel-linux-x86_64-debian-clang,1.2.0,devel,linux,x86_64,debian-clang,NA,r86909,2024-07-23 22:51:27.468951
mggd,r-devel-linux-x86_64-debian-clang,1.3.1,devel,linux,x86_64,debian-clang,NA,r86909,2024-07-23 22:51:27.468951
mnis,r-devel-linux-x86_64-debian-clang,0.3.1,devel,linux,x86_64,debian-clang,NA,r86909,2024-07-23 22:51:27.468951
nhanesA,r-devel-linux-x86_64-debian-clang,1.1,devel,linux,x86_64,debian-clang,NA,r86909,2024-07-23 22:51:27.468951
portfolio,r-devel-linux-x86_64-debian-clang,0.5-2,devel,linux,x86_64,debian-clang,NA,r86909,2024-07-23 22:51:27.468951
readrba,r-devel-linux-x86_64-debian-clang,0.1.8,devel,linux,x86_64,debian-clang,NA,r86909,2024-07-23 22:51:27.468951
scdtb,r-devel-linux-x86_64-debian-clang,0.1.0,devel,linux,x86_64,debian-clang,NA,r86909,2024-07-23 22:51:27.468951
snSMART,r-devel-linux-x86_64-debian-clang,0.2.3,devel,linux,x86_64,debian-clang,NA,r86909,2024-07-23 22:51:27.468951
sphereTessellation,r-devel-linux-x86_64-debian-clang,1.2.0,devel,linux,x86_64,debian-clang,NA,r86909,2024-07-23 22:51:27.468951
worldbank,r-devel-linux-x86_64-debian-clang,0.1.0,devel,linux,x86_64,debian-clang,NA,r86909,2024-07-23 22:51:27.468951
changeRangeR,r-devel-linux-x86_64-debian-gcc,1.1.0,devel,linux,x86_64,debian-gcc,NA,r86909,2024-07-23 22:51:27.468951
malariaAtlas,r-devel-linux-x86_64-debian-gcc,1.6.1,devel,linux,x86_64,debian-gcc,NA,r86909,2024-07-23 22:51:27.468951
otargen,r-devel-linux-x86_64-debian-gcc,1.1.1,devel,linux,x86_64,debian-gcc,NA,r86909,2024-07-23 22:51:27.468951
virtualspecies,r-devel-linux-x86_64-debian-gcc,1.6,devel,linux,x86_64,debian-gcc,NA,r86909,2024-07-23 22:51:27.468951
ROI.plugin.cplex,r-oldrel-macos-arm64,0.3-0,oldrel,macos,arm64,,4.3.1,NA,2024-07-23 22:51:27.468951
modsem,r-oldrel-macos-x86_64,1.0.1,oldrel,macos,x86_64,,4.3.2,NA,2024-07-23 22:51:27.468951
wxgenR,r-oldrel-macos-x86_64,1.4.1,oldrel,macos,x86_64,,4.3.2,NA,2024-07-23 22:51:27.468951
