Package,Flavor,Version,R_version,OS,architecture,other,version,revision,Date
dartR,r-devel-linux-x86_64-fedora-gcc,2.9.7,devel,linux,x86_64,fedora-gcc,NA,r86966,2024-08-11 22:50:42.295016
dartR.base,r-devel-linux-x86_64-fedora-gcc,0.65,devel,linux,x86_64,fedora-gcc,NA,r86966,2024-08-11 22:50:42.295016
EthSEQ,r-devel-linux-x86_64-fedora-gcc,3.0.2,devel,linux,x86_64,fedora-gcc,NA,r86966,2024-08-11 22:50:42.295016
GMMAT,r-devel-linux-x86_64-fedora-gcc,1.4.2,devel,linux,x86_64,fedora-gcc,NA,r86966,2024-08-11 22:50:42.295016
gwid,r-devel-linux-x86_64-fedora-gcc,0.2.0,devel,linux,x86_64,fedora-gcc,NA,r86966,2024-08-11 22:50:42.295016
Mega2R,r-devel-linux-x86_64-fedora-gcc,1.1.0,devel,linux,x86_64,fedora-gcc,NA,r86966,2024-08-11 22:50:42.295016
simplePHENOTYPES,r-devel-linux-x86_64-fedora-gcc,1.3.0,devel,linux,x86_64,fedora-gcc,NA,r86966,2024-08-11 22:50:42.295016
snplinkage,r-devel-linux-x86_64-fedora-gcc,1.0.0,devel,linux,x86_64,fedora-gcc,NA,r86966,2024-08-11 22:50:42.295016
ElevDistr,r-release-linux-x86_64,1.0.8,release,linux,x86_64,,4.4.1,NA,2024-08-11 22:50:42.295016
envvar,r-release-linux-x86_64,0.1.1,release,linux,x86_64,,4.4.1,NA,2024-08-11 22:50:42.295016
parabar,r-release-linux-x86_64,1.1.1,release,linux,x86_64,,4.4.1,NA,2024-08-11 22:50:42.295016
polyglotr,r-release-linux-x86_64,1.5.1,release,linux,x86_64,,4.4.1,NA,2024-08-11 22:50:42.295016
r311,r-release-linux-x86_64,0.3.7,release,linux,x86_64,,4.4.1,NA,2024-08-11 22:50:42.295016
refseqR,r-release-linux-x86_64,1.1.2,release,linux,x86_64,,4.4.1,NA,2024-08-11 22:50:42.295016
restoptr,r-release-linux-x86_64,1.0.6,release,linux,x86_64,,4.4.1,NA,2024-08-11 22:50:42.295016
rnpn,r-release-linux-x86_64,1.2.8.0,release,linux,x86_64,,4.4.1,NA,2024-08-11 22:50:42.295016
scDiffCom,r-release-linux-x86_64,1.0.0,release,linux,x86_64,,4.4.1,NA,2024-08-11 22:50:42.295016
