Package,Flavor,Version,R_version,OS,architecture,other,version,revision,Date
abn,r-devel-linux-x86_64-fedora-clang,3.0.1,devel,linux,x86_64,fedora-clang,NA,r85327,2023-10-17 22:52:37.646165
dtwSat,r-devel-linux-x86_64-fedora-clang,1.0.0,devel,linux,x86_64,fedora-clang,NA,r85327,2023-10-17 22:52:37.646165
fMRIscrub,r-devel-linux-x86_64-fedora-clang,0.13.0,devel,linux,x86_64,fedora-clang,NA,r85327,2023-10-17 22:52:37.646165
hyd1d,r-devel-linux-x86_64-fedora-clang,0.4.6,devel,linux,x86_64,fedora-clang,NA,r85327,2023-10-17 22:52:37.646165
mashr,r-devel-linux-x86_64-fedora-clang,0.2.69,devel,linux,x86_64,fedora-clang,NA,r85327,2023-10-17 22:52:37.646165
RBPcurve,r-devel-linux-x86_64-fedora-clang,1.2,devel,linux,x86_64,fedora-clang,NA,r85327,2023-10-17 22:52:37.646165
respR,r-devel-linux-x86_64-fedora-clang,2.3.1,devel,linux,x86_64,fedora-clang,NA,r85327,2023-10-17 22:52:37.646165
csdata,r-devel-linux-x86_64-fedora-gcc,2023.5.22,devel,linux,x86_64,fedora-gcc,NA,r85322,2023-10-17 22:52:37.646165
dartR.base,r-devel-linux-x86_64-fedora-gcc,0.49,devel,linux,x86_64,fedora-gcc,NA,r85322,2023-10-17 22:52:37.646165
fMRIscrub,r-devel-linux-x86_64-fedora-gcc,0.13.0,devel,linux,x86_64,fedora-gcc,NA,r85322,2023-10-17 22:52:37.646165
geneHapR,r-devel-linux-x86_64-fedora-gcc,1.1.9,devel,linux,x86_64,fedora-gcc,NA,r85322,2023-10-17 22:52:37.646165
link2GI,r-devel-linux-x86_64-fedora-gcc,0.5-2,devel,linux,x86_64,fedora-gcc,NA,r85322,2023-10-17 22:52:37.646165
mashr,r-devel-linux-x86_64-fedora-gcc,0.2.69,devel,linux,x86_64,fedora-gcc,NA,r85322,2023-10-17 22:52:37.646165
mregions,r-devel-linux-x86_64-fedora-gcc,0.1.8,devel,linux,x86_64,fedora-gcc,NA,r85322,2023-10-17 22:52:37.646165
mrct,r-oldrel-macos-arm64,0.0.1.0,oldrel,macos,arm64,,4.2.0,NA,2023-10-17 22:52:37.646165
