Package,Flavor,Version,R_version,OS,architecture,other,version,revision,Date
babelmixr2,r-devel-linux-x86_64-debian-clang,0.1.9,devel,linux,x86_64,debian-clang,NA,r88914,2025-10-14 22:51:50.05641
baf,r-devel-linux-x86_64-debian-clang,0.0.3,devel,linux,x86_64,debian-clang,NA,r88914,2025-10-14 22:51:50.05641
cancensus,r-devel-linux-x86_64-debian-clang,0.5.7,devel,linux,x86_64,debian-clang,NA,r88914,2025-10-14 22:51:50.05641
codebook,r-devel-linux-x86_64-debian-clang,0.9.6,devel,linux,x86_64,debian-clang,NA,r88914,2025-10-14 22:51:50.05641
educationdata,r-devel-linux-x86_64-debian-clang,0.1.3,devel,linux,x86_64,debian-clang,NA,r88914,2025-10-14 22:51:50.05641
epocakir,r-devel-linux-x86_64-debian-clang,0.9.9,devel,linux,x86_64,debian-clang,NA,r88914,2025-10-14 22:51:50.05641
GauPro,r-devel-linux-x86_64-debian-clang,0.2.16,devel,linux,x86_64,debian-clang,NA,r88914,2025-10-14 22:51:50.05641
imputeFin,r-devel-linux-x86_64-debian-clang,0.1.2,devel,linux,x86_64,debian-clang,NA,r88914,2025-10-14 22:51:50.05641
isotracer,r-devel-linux-x86_64-debian-clang,1.1.8,devel,linux,x86_64,debian-clang,NA,r88914,2025-10-14 22:51:50.05641
loon.shiny,r-devel-linux-x86_64-debian-clang,1.0.3,devel,linux,x86_64,debian-clang,NA,r88914,2025-10-14 22:51:50.05641
loon.tourr,r-devel-linux-x86_64-debian-clang,0.1.4,devel,linux,x86_64,debian-clang,NA,r88914,2025-10-14 22:51:50.05641
Mhorseshoe,r-devel-linux-x86_64-debian-clang,0.1.4,devel,linux,x86_64,debian-clang,NA,r88914,2025-10-14 22:51:50.05641
neotoma2,r-devel-linux-x86_64-debian-clang,1.0.7,devel,linux,x86_64,debian-clang,NA,r88914,2025-10-14 22:51:50.05641
openalexR,r-devel-linux-x86_64-debian-clang,2.0.1,devel,linux,x86_64,debian-clang,NA,r88914,2025-10-14 22:51:50.05641
PSAboot,r-devel-linux-x86_64-debian-clang,1.3.8,devel,linux,x86_64,debian-clang,NA,r88914,2025-10-14 22:51:50.05641
qGaussian,r-devel-linux-x86_64-debian-clang,0.1.8,devel,linux,x86_64,debian-clang,NA,r88914,2025-10-14 22:51:50.05641
RBaM,r-devel-linux-x86_64-debian-clang,1.1.1,devel,linux,x86_64,debian-clang,NA,r88914,2025-10-14 22:51:50.05641
sidra,r-devel-linux-x86_64-debian-clang,0.1.9,devel,linux,x86_64,debian-clang,NA,r88914,2025-10-14 22:51:50.05641
softclassval,r-devel-linux-x86_64-debian-clang,1.1.0,devel,linux,x86_64,debian-clang,NA,r88914,2025-10-14 22:51:50.05641
