Package,Flavor,Version,R_version,OS,architecture,other,version,revision,Date
abmR,r-release-linux-x86_64,1.0.10,release,linux,x86_64,,4.4.1,NA,2024-10-06 22:50:27.794897
aliases2entrez,r-release-linux-x86_64,0.1.2,release,linux,x86_64,,4.4.1,NA,2024-10-06 22:50:27.794897
aPEAR,r-release-linux-x86_64,1.0.0,release,linux,x86_64,,4.4.1,NA,2024-10-06 22:50:27.794897
AutoPipe,r-release-linux-x86_64,0.1.6,release,linux,x86_64,,4.4.1,NA,2024-10-06 22:50:27.794897
BaseSet,r-release-linux-x86_64,0.9.0,release,linux,x86_64,,4.4.1,NA,2024-10-06 22:50:27.794897
BiSEp,r-release-linux-x86_64,2.3,release,linux,x86_64,,4.4.1,NA,2024-10-06 22:50:27.794897
bulkAnalyseR,r-release-linux-x86_64,1.1.0,release,linux,x86_64,,4.4.1,NA,2024-10-06 22:50:27.794897
CAMML,r-release-linux-x86_64,1.0.0,release,linux,x86_64,,4.4.1,NA,2024-10-06 22:50:27.794897
cinaR,r-release-linux-x86_64,0.2.3,release,linux,x86_64,,4.4.1,NA,2024-10-06 22:50:27.794897
convertid,r-release-linux-x86_64,0.1.8,release,linux,x86_64,,4.4.1,NA,2024-10-06 22:50:27.794897
DFD,r-release-linux-x86_64,0.2.0,release,linux,x86_64,,4.4.1,NA,2024-10-06 22:50:27.794897
DIscBIO,r-release-linux-x86_64,1.2.2,release,linux,x86_64,,4.4.1,NA,2024-10-06 22:50:27.794897
driveR,r-release-linux-x86_64,0.4.1,release,linux,x86_64,,4.4.1,NA,2024-10-06 22:50:27.794897
easylabel,r-release-linux-x86_64,0.2.8,release,linux,x86_64,,4.4.1,NA,2024-10-06 22:50:27.794897
g3viz,r-release-linux-x86_64,1.2.0,release,linux,x86_64,,4.4.1,NA,2024-10-06 22:50:27.794897
GeneSelectR,r-release-linux-x86_64,1.0.1,release,linux,x86_64,,4.4.1,NA,2024-10-06 22:50:27.794897
genomicper,r-release-linux-x86_64,1.7,release,linux,x86_64,,4.4.1,NA,2024-10-06 22:50:27.794897
goat,r-release-linux-x86_64,1.0,release,linux,x86_64,,4.4.1,NA,2024-10-06 22:50:27.794897
Grouphmap,r-release-linux-x86_64,1.0.0,release,linux,x86_64,,4.4.1,NA,2024-10-06 22:50:27.794897
gtreg,r-release-linux-x86_64,0.4.0,release,linux,x86_64,,4.4.1,NA,2024-10-06 22:50:27.794897
ICDS,r-release-linux-x86_64,0.1.3,release,linux,x86_64,,4.4.1,NA,2024-10-06 22:50:27.794897
immcp,r-release-linux-x86_64,1.0.3,release,linux,x86_64,,4.4.1,NA,2024-10-06 22:50:27.794897
jetset,r-release-linux-x86_64,3.4.0,release,linux,x86_64,,4.4.1,NA,2024-10-06 22:50:27.794897
lilikoi,r-release-linux-x86_64,2.1.1,release,linux,x86_64,,4.4.1,NA,2024-10-06 22:50:27.794897
limorhyde,r-release-linux-x86_64,1.0.1,release,linux,x86_64,,4.4.1,NA,2024-10-06 22:50:27.794897
mapsFinland,r-release-linux-x86_64,0.2.2,release,linux,x86_64,,4.4.1,NA,2024-10-06 22:50:27.794897
MARVEL,r-release-linux-x86_64,1.4.0,release,linux,x86_64,,4.4.1,NA,2024-10-06 22:50:27.794897
Mega2R,r-release-linux-x86_64,1.1.0,release,linux,x86_64,,4.4.1,NA,2024-10-06 22:50:27.794897
metaMA,r-release-linux-x86_64,3.1.3,release,linux,x86_64,,4.4.1,NA,2024-10-06 22:50:27.794897
MiscMetabar,r-release-linux-x86_64,0.9.3,release,linux,x86_64,,4.4.1,NA,2024-10-06 22:50:27.794897
netgsa,r-release-linux-x86_64,4.0.5,release,linux,x86_64,,4.4.1,NA,2024-10-06 22:50:27.794897
oncoPredict,r-release-linux-x86_64,1.2,release,linux,x86_64,,4.4.1,NA,2024-10-06 22:50:27.794897
PANACEA,r-release-linux-x86_64,1.0.1,release,linux,x86_64,,4.4.1,NA,2024-10-06 22:50:27.794897
pathfindR,r-release-linux-x86_64,2.4.1,release,linux,x86_64,,4.4.1,NA,2024-10-06 22:50:27.794897
PMAPscore,r-release-linux-x86_64,0.1.1,release,linux,x86_64,,4.4.1,NA,2024-10-06 22:50:27.794897
prioGene,r-release-linux-x86_64,1.0.1,release,linux,x86_64,,4.4.1,NA,2024-10-06 22:50:27.794897
ProFAST,r-release-linux-x86_64,1.4,release,linux,x86_64,,4.4.1,NA,2024-10-06 22:50:27.794897
profoc,r-release-linux-x86_64,1.3.3,release,linux,x86_64,,4.4.1,NA,2024-10-06 22:50:27.794897
protr,r-release-linux-x86_64,1.7-4,release,linux,x86_64,,4.4.1,NA,2024-10-06 22:50:27.794897
pubh,r-release-linux-x86_64,1.3.7,release,linux,x86_64,,4.4.1,NA,2024-10-06 22:50:27.794897
RCPA,r-release-linux-x86_64,0.2.3,release,linux,x86_64,,4.4.1,NA,2024-10-06 22:50:27.794897
