Package,Flavor,Version,R_version,OS,architecture,other,version,revision,Date
DSIR,r-oldrel-windows-x86_64,0.7.1,oldrel,windows,x86_64,,4.5.3,NA,2026-06-26 23:47:21.341305
EBASE,r-oldrel-windows-x86_64,1.1.0,oldrel,windows,x86_64,,4.5.3,NA,2026-06-26 23:47:21.341305
AcceptanceSampling,r-release-linux-x86_64,1.0.11,release,linux,x86_64,,4.6.1,NA,2026-06-26 23:47:21.341305
Formula,r-release-linux-x86_64,1.2-5,release,linux,x86_64,,4.6.1,NA,2026-06-26 23:47:21.341305
gsl,r-release-linux-x86_64,2.1-9,release,linux,x86_64,,4.6.1,NA,2026-06-26 23:47:21.341305
isotone,r-release-linux-x86_64,1.1-2,release,linux,x86_64,,4.6.1,NA,2026-06-26 23:47:21.341305
knotR,r-release-linux-x86_64,1.0-4,release,linux,x86_64,,4.6.1,NA,2026-06-26 23:47:21.341305
lmSubsets,r-release-linux-x86_64,0.5-4,release,linux,x86_64,,4.6.1,NA,2026-06-26 23:47:21.341305
magic,r-release-linux-x86_64,1.6-1,release,linux,x86_64,,4.6.1,NA,2026-06-26 23:47:21.341305
pcse,r-release-linux-x86_64,1.9.1.1,release,linux,x86_64,,4.6.1,NA,2026-06-26 23:47:21.341305
ResistorArray,r-release-linux-x86_64,1.0-32,release,linux,x86_64,,4.6.1,NA,2026-06-26 23:47:21.341305
rootSolve,r-release-linux-x86_64,1.8.2.4,release,linux,x86_64,,4.6.1,NA,2026-06-26 23:47:21.341305
shape,r-release-linux-x86_64,1.4.6.1,release,linux,x86_64,,4.6.1,NA,2026-06-26 23:47:21.341305
paws.analytics,r-release-macos-x86_64,0.10.0,release,macos,x86_64,,4.6.0,NA,2026-06-26 23:47:21.341305
