Package,Flavor,Version,R_version,OS,architecture,other,version,revision,Date
bhmbasket,r-devel-linux-x86_64-fedora-clang,0.9.4,devel,linux,x86_64,fedora-clang,NA,r81652,2022-02-09 23:49:25
cjbart,r-devel-linux-x86_64-fedora-clang,0.2.0,devel,linux,x86_64,fedora-clang,NA,r81652,2022-02-09 23:49:25
clinUtils,r-devel-linux-x86_64-fedora-clang,0.1.0,devel,linux,x86_64,fedora-clang,NA,r81652,2022-02-09 23:49:25
CUFF,r-devel-linux-x86_64-fedora-clang,1.7,devel,linux,x86_64,fedora-clang,NA,r81652,2022-02-09 23:49:25
cvcqv,r-devel-linux-x86_64-fedora-clang,1.0.0,devel,linux,x86_64,fedora-clang,NA,r81652,2022-02-09 23:49:25
discSurv,r-devel-linux-x86_64-fedora-clang,1.4.1,devel,linux,x86_64,fedora-clang,NA,r81652,2022-02-09 23:49:25
functiondepends,r-devel-linux-x86_64-fedora-clang,0.2.1,devel,linux,x86_64,fedora-clang,NA,r81652,2022-02-09 23:49:25
guf,r-devel-linux-x86_64-fedora-clang,1.0.2,devel,linux,x86_64,fedora-clang,NA,r81652,2022-02-09 23:49:25
ldsep,r-devel-linux-x86_64-fedora-clang,2.1.2,devel,linux,x86_64,fedora-clang,NA,r81652,2022-02-09 23:49:25
mcp,r-devel-linux-x86_64-fedora-clang,0.3.1,devel,linux,x86_64,fedora-clang,NA,r81652,2022-02-09 23:49:25
Omisc,r-devel-linux-x86_64-fedora-clang,0.1.4,devel,linux,x86_64,fedora-clang,NA,r81652,2022-02-09 23:49:25
ParallelTree,r-devel-linux-x86_64-fedora-clang,0.1.3,devel,linux,x86_64,fedora-clang,NA,r81652,2022-02-09 23:49:25
raceland,r-devel-linux-x86_64-fedora-clang,1.1.1,devel,linux,x86_64,fedora-clang,NA,r81652,2022-02-09 23:49:25
reconstructr,r-devel-linux-x86_64-fedora-clang,2.0.2,devel,linux,x86_64,fedora-clang,NA,r81652,2022-02-09 23:49:25
RichR,r-devel-linux-x86_64-fedora-clang,1.0.0,devel,linux,x86_64,fedora-clang,NA,r81652,2022-02-09 23:49:25
salem,r-devel-linux-x86_64-fedora-clang,0.2.0,devel,linux,x86_64,fedora-clang,NA,r81652,2022-02-09 23:49:25
sfnetworks,r-devel-linux-x86_64-fedora-clang,0.5.4,devel,linux,x86_64,fedora-clang,NA,r81652,2022-02-09 23:49:25
signnet,r-devel-linux-x86_64-fedora-clang,0.7.1,devel,linux,x86_64,fedora-clang,NA,r81652,2022-02-09 23:49:25
windAC,r-devel-linux-x86_64-fedora-clang,1.2.6,devel,linux,x86_64,fedora-clang,NA,r81652,2022-02-09 23:49:25
bhmbasket,r-devel-linux-x86_64-fedora-gcc,0.9.4,devel,linux,x86_64,fedora-gcc,NA,r81656,2022-02-09 23:49:25
cjbart,r-devel-linux-x86_64-fedora-gcc,0.2.0,devel,linux,x86_64,fedora-gcc,NA,r81656,2022-02-09 23:49:25
clinUtils,r-devel-linux-x86_64-fedora-gcc,0.1.0,devel,linux,x86_64,fedora-gcc,NA,r81656,2022-02-09 23:49:25
CUFF,r-devel-linux-x86_64-fedora-gcc,1.7,devel,linux,x86_64,fedora-gcc,NA,r81656,2022-02-09 23:49:25
discSurv,r-devel-linux-x86_64-fedora-gcc,1.4.1,devel,linux,x86_64,fedora-gcc,NA,r81656,2022-02-09 23:49:25
functiondepends,r-devel-linux-x86_64-fedora-gcc,0.2.1,devel,linux,x86_64,fedora-gcc,NA,r81656,2022-02-09 23:49:25
guf,r-devel-linux-x86_64-fedora-gcc,1.0.2,devel,linux,x86_64,fedora-gcc,NA,r81656,2022-02-09 23:49:25
ldsep,r-devel-linux-x86_64-fedora-gcc,2.1.2,devel,linux,x86_64,fedora-gcc,NA,r81656,2022-02-09 23:49:25
mcp,r-devel-linux-x86_64-fedora-gcc,0.3.1,devel,linux,x86_64,fedora-gcc,NA,r81656,2022-02-09 23:49:25
Omisc,r-devel-linux-x86_64-fedora-gcc,0.1.4,devel,linux,x86_64,fedora-gcc,NA,r81656,2022-02-09 23:49:25
ParallelTree,r-devel-linux-x86_64-fedora-gcc,0.1.3,devel,linux,x86_64,fedora-gcc,NA,r81656,2022-02-09 23:49:25
raceland,r-devel-linux-x86_64-fedora-gcc,1.1.1,devel,linux,x86_64,fedora-gcc,NA,r81656,2022-02-09 23:49:25
reconstructr,r-devel-linux-x86_64-fedora-gcc,2.0.2,devel,linux,x86_64,fedora-gcc,NA,r81656,2022-02-09 23:49:25
RichR,r-devel-linux-x86_64-fedora-gcc,1.0.0,devel,linux,x86_64,fedora-gcc,NA,r81656,2022-02-09 23:49:25
salem,r-devel-linux-x86_64-fedora-gcc,0.2.0,devel,linux,x86_64,fedora-gcc,NA,r81656,2022-02-09 23:49:25
sfnetworks,r-devel-linux-x86_64-fedora-gcc,0.5.4,devel,linux,x86_64,fedora-gcc,NA,r81656,2022-02-09 23:49:25
signnet,r-devel-linux-x86_64-fedora-gcc,0.7.1,devel,linux,x86_64,fedora-gcc,NA,r81656,2022-02-09 23:49:25
windAC,r-devel-linux-x86_64-fedora-gcc,1.2.6,devel,linux,x86_64,fedora-gcc,NA,r81656,2022-02-09 23:49:25
