Package,Flavor,Version,R_version,OS,architecture,other,version,revision,Date
highTtest,r-devel-linux-x86_64-fedora-clang,1.3,devel,linux,x86_64,fedora-clang,NA,r82473,2022-06-20 22:55:28
sgof,r-devel-linux-x86_64-fedora-clang,2.3.2,devel,linux,x86_64,fedora-clang,NA,r82473,2022-06-20 22:55:28
mixRaschTools,r-devel-linux-x86_64-fedora-gcc,1.1.1,devel,linux,x86_64,fedora-gcc,NA,r82501,2022-06-20 22:55:28
MortalityLaws,r-devel-linux-x86_64-fedora-gcc,1.9.3,devel,linux,x86_64,fedora-gcc,NA,r82501,2022-06-20 22:55:28
nutrientr,r-devel-linux-x86_64-fedora-gcc,0.1,devel,linux,x86_64,fedora-gcc,NA,r82501,2022-06-20 22:55:28
RadOnc,r-devel-linux-x86_64-fedora-gcc,1.1.6,devel,linux,x86_64,fedora-gcc,NA,r82501,2022-06-20 22:55:28
recolorize,r-devel-linux-x86_64-fedora-gcc,0.1.0,devel,linux,x86_64,fedora-gcc,NA,r82501,2022-06-20 22:55:28
RISCA,r-devel-linux-x86_64-fedora-gcc,1.0.1,devel,linux,x86_64,fedora-gcc,NA,r82501,2022-06-20 22:55:28
StanMoMo,r-devel-linux-x86_64-fedora-gcc,1.0.0,devel,linux,x86_64,fedora-gcc,NA,r82501,2022-06-20 22:55:28
tbart,r-devel-linux-x86_64-fedora-gcc,1.0,devel,linux,x86_64,fedora-gcc,NA,r82501,2022-06-20 22:55:28
binspp,r-oldrel-macos-arm64,0.1.20,oldrel,macos,arm64,,4.1.0,NA,2022-06-20 22:55:28
