Package,Flavor,Version,R_version,OS,architecture,other,version,revision,Date
latexSymb,r-devel-linux-x86_64-fedora-clang,0.4.2,devel,linux,x86_64,fedora-clang,NA,r87668,2025-01-30 22:50:26.040042
mtscr,r-devel-linux-x86_64-fedora-clang,1.0.2,devel,linux,x86_64,fedora-clang,NA,r87668,2025-01-30 22:50:26.040042
multimedia,r-devel-linux-x86_64-fedora-clang,0.2.0,devel,linux,x86_64,fedora-clang,NA,r87668,2025-01-30 22:50:26.040042
multitool,r-devel-linux-x86_64-fedora-clang,0.1.4,devel,linux,x86_64,fedora-clang,NA,r87668,2025-01-30 22:50:26.040042
ncaavolleyballr,r-devel-linux-x86_64-fedora-clang,0.4.1,devel,linux,x86_64,fedora-clang,NA,r87668,2025-01-30 22:50:26.040042
qrlabelr,r-devel-linux-x86_64-fedora-clang,0.2.0,devel,linux,x86_64,fedora-clang,NA,r87668,2025-01-30 22:50:26.040042
ScottKnott,r-devel-linux-x86_64-fedora-clang,1.3-2,devel,linux,x86_64,fedora-clang,NA,r87668,2025-01-30 22:50:26.040042
TukeyC,r-devel-linux-x86_64-fedora-clang,1.3-42,devel,linux,x86_64,fedora-clang,NA,r87668,2025-01-30 22:50:26.040042
latexSymb,r-devel-linux-x86_64-fedora-gcc,0.4.2,devel,linux,x86_64,fedora-gcc,NA,r87668,2025-01-30 22:50:26.040042
mtscr,r-devel-linux-x86_64-fedora-gcc,1.0.2,devel,linux,x86_64,fedora-gcc,NA,r87668,2025-01-30 22:50:26.040042
multimedia,r-devel-linux-x86_64-fedora-gcc,0.2.0,devel,linux,x86_64,fedora-gcc,NA,r87668,2025-01-30 22:50:26.040042
multitool,r-devel-linux-x86_64-fedora-gcc,0.1.4,devel,linux,x86_64,fedora-gcc,NA,r87668,2025-01-30 22:50:26.040042
ncaavolleyballr,r-devel-linux-x86_64-fedora-gcc,0.4.1,devel,linux,x86_64,fedora-gcc,NA,r87668,2025-01-30 22:50:26.040042
qrlabelr,r-devel-linux-x86_64-fedora-gcc,0.2.0,devel,linux,x86_64,fedora-gcc,NA,r87668,2025-01-30 22:50:26.040042
ScottKnott,r-devel-linux-x86_64-fedora-gcc,1.3-2,devel,linux,x86_64,fedora-gcc,NA,r87668,2025-01-30 22:50:26.040042
TukeyC,r-devel-linux-x86_64-fedora-gcc,1.3-42,devel,linux,x86_64,fedora-gcc,NA,r87668,2025-01-30 22:50:26.040042
ceas,r-release-macos-arm64,1.3.0,release,macos,arm64,,4.4.0,r86238,2025-01-30 22:50:26.040042
chooseGCM,r-release-macos-arm64,1.0.2,release,macos,arm64,,4.4.0,r86238,2025-01-30 22:50:26.040042
inlamemi,r-release-macos-arm64,1.1.0,release,macos,arm64,,4.4.0,r86238,2025-01-30 22:50:26.040042
latent2likert,r-release-macos-arm64,1.2.1,release,macos,arm64,,4.4.0,r86238,2025-01-30 22:50:26.040042
RLescalation,r-release-macos-arm64,1.0.1,release,macos,arm64,,4.4.0,r86238,2025-01-30 22:50:26.040042
rnaCrosslinkOO,r-release-macos-arm64,0.1.4,release,macos,arm64,,4.4.0,r86238,2025-01-30 22:50:26.040042
sim.BA,r-release-macos-arm64,0.1.0,release,macos,arm64,,4.4.0,r86238,2025-01-30 22:50:26.040042
tidyprompt,r-release-macos-arm64,0.0.1,release,macos,arm64,,4.4.0,r86238,2025-01-30 22:50:26.040042
ubair,r-release-macos-arm64,1.1.0,release,macos,arm64,,4.4.0,r86238,2025-01-30 22:50:26.040042
weatherOz,r-release-macos-arm64,1.0.0,release,macos,arm64,,4.4.0,r86238,2025-01-30 22:50:26.040042
wordpredictor,r-release-macos-arm64,0.0.5,release,macos,arm64,,4.4.0,r86238,2025-01-30 22:50:26.040042
