Package,Flavor,Version,R_version,OS,architecture,other,version,revision,Date
BDWreg,r-release-windows-x86_64,1.3.0,release,windows,x86_64,,4.5.0,NA,2025-06-07 22:50:37.601818
BioVenn,r-release-windows-x86_64,1.1.3,release,windows,x86_64,,4.5.0,NA,2025-06-07 22:50:37.601818
birdnetR,r-release-windows-x86_64,0.3.2,release,windows,x86_64,,4.5.0,NA,2025-06-07 22:50:37.601818
bndesr,r-release-windows-x86_64,1.0.4,release,windows,x86_64,,4.5.0,NA,2025-06-07 22:50:37.601818
clinical,r-release-windows-x86_64,0.1,release,windows,x86_64,,4.5.0,NA,2025-06-07 22:50:37.601818
cryptoQuotes,r-release-windows-x86_64,1.3.2,release,windows,x86_64,,4.5.0,NA,2025-06-07 22:50:37.601818
dataRetrieval,r-release-windows-x86_64,2.7.18,release,windows,x86_64,,4.5.0,NA,2025-06-07 22:50:37.601818
DiNAMIC.Duo,r-release-windows-x86_64,1.0.3,release,windows,x86_64,,4.5.0,NA,2025-06-07 22:50:37.601818
dowser,r-release-windows-x86_64,2.3,release,windows,x86_64,,4.5.0,NA,2025-06-07 22:50:37.601818
ebreg,r-release-windows-x86_64,0.1.3,release,windows,x86_64,,4.5.0,NA,2025-06-07 22:50:37.601818
exams.forge,r-release-windows-x86_64,1.0.10,release,windows,x86_64,,4.5.0,NA,2025-06-07 22:50:37.601818
fdrDiscreteNull,r-release-windows-x86_64,1.4,release,windows,x86_64,,4.5.0,NA,2025-06-07 22:50:37.601818
forestdata,r-release-windows-x86_64,0.3.1,release,windows,x86_64,,4.5.0,NA,2025-06-07 22:50:37.601818
googleCloudVisionR,r-release-windows-x86_64,0.2.0,release,windows,x86_64,,4.5.0,NA,2025-06-07 22:50:37.601818
KOFM,r-release-windows-x86_64,0.1.1,release,windows,x86_64,,4.5.0,NA,2025-06-07 22:50:37.601818
lmQCM,r-release-windows-x86_64,0.2.4,release,windows,x86_64,,4.5.0,NA,2025-06-07 22:50:37.601818
manynet,r-release-windows-x86_64,1.3.2,release,windows,x86_64,,4.5.0,NA,2025-06-07 22:50:37.601818
networksem,r-release-windows-x86_64,0.4,release,windows,x86_64,,4.5.0,NA,2025-06-07 22:50:37.601818
papaja,r-release-windows-x86_64,0.1.3,release,windows,x86_64,,4.5.0,NA,2025-06-07 22:50:37.601818
PathwayVote,r-release-windows-x86_64,0.1.0,release,windows,x86_64,,4.5.0,NA,2025-06-07 22:50:37.601818
perspectev,r-release-windows-x86_64,1.1,release,windows,x86_64,,4.5.0,NA,2025-06-07 22:50:37.601818
predictmeans,r-release-windows-x86_64,1.1.1,release,windows,x86_64,,4.5.0,NA,2025-06-07 22:50:37.601818
profileR,r-release-windows-x86_64,0.3-5,release,windows,x86_64,,4.5.0,NA,2025-06-07 22:50:37.601818
PWEALL,r-release-windows-x86_64,1.3.0.1,release,windows,x86_64,,4.5.0,NA,2025-06-07 22:50:37.601818
qicharts2,r-release-windows-x86_64,0.8.0,release,windows,x86_64,,4.5.0,NA,2025-06-07 22:50:37.601818
rcoins,r-release-windows-x86_64,0.3.2,release,windows,x86_64,,4.5.0,NA,2025-06-07 22:50:37.601818
readabs,r-release-windows-x86_64,0.4.19,release,windows,x86_64,,4.5.0,NA,2025-06-07 22:50:37.601818
repoRter.nih,r-release-windows-x86_64,0.1.4,release,windows,x86_64,,4.5.0,NA,2025-06-07 22:50:37.601818
rgoogleslides,r-release-windows-x86_64,0.3.2,release,windows,x86_64,,4.5.0,NA,2025-06-07 22:50:37.601818
rPowerSampleSize,r-release-windows-x86_64,1.0.2,release,windows,x86_64,,4.5.0,NA,2025-06-07 22:50:37.601818
sgapi,r-release-windows-x86_64,1.1.0,release,windows,x86_64,,4.5.0,NA,2025-06-07 22:50:37.601818
ShapeSelectForest,r-release-windows-x86_64,1.7,release,windows,x86_64,,4.5.0,NA,2025-06-07 22:50:37.601818
stopp,r-release-windows-x86_64,0.2.4,release,windows,x86_64,,4.5.0,NA,2025-06-07 22:50:37.601818
tsmarch,r-release-windows-x86_64,1.0.0,release,windows,x86_64,,4.5.0,NA,2025-06-07 22:50:37.601818
