Package,Flavor,Version,R_version,OS,architecture,other,version,revision,Date
aLFQ,r-devel-linux-x86_64-fedora-clang,1.3.6,devel,linux,x86_64,fedora-clang,NA,r83711,2023-02-06 22:53:53
beautier,r-devel-linux-x86_64-fedora-clang,2.6.5,devel,linux,x86_64,fedora-clang,NA,r83711,2023-02-06 22:53:53
pmd,r-devel-linux-x86_64-fedora-clang,0.2.1,devel,linux,x86_64,fedora-clang,NA,r83711,2023-02-06 22:53:53
PointedSDMs,r-devel-linux-x86_64-fedora-clang,1.2.0,devel,linux,x86_64,fedora-clang,NA,r83711,2023-02-06 22:53:53
queryup,r-devel-linux-x86_64-fedora-clang,1.0.1,devel,linux,x86_64,fedora-clang,NA,r83711,2023-02-06 22:53:53
RAMClustR,r-devel-linux-x86_64-fedora-clang,1.2.4,devel,linux,x86_64,fedora-clang,NA,r83711,2023-02-06 22:53:53
PointedSDMs,r-devel-linux-x86_64-fedora-gcc,1.2.0,devel,linux,x86_64,fedora-gcc,NA,r83750,2023-02-06 22:53:53
dsfa,r-oldrel-macos-arm64,2.0.0,oldrel,macos,arm64,,4.1.0,NA,2023-02-06 22:53:53
EstimationTools,r-oldrel-macos-arm64,4.0.0,oldrel,macos,arm64,,4.1.0,NA,2023-02-06 22:53:53
fsMTS,r-oldrel-macos-arm64,0.1.7,oldrel,macos,arm64,,4.1.0,NA,2023-02-06 22:53:53
kfino,r-oldrel-macos-arm64,1.0.0,oldrel,macos,arm64,,4.1.0,NA,2023-02-06 22:53:53
lmeresampler,r-oldrel-macos-arm64,0.2.3,oldrel,macos,arm64,,4.1.0,NA,2023-02-06 22:53:53
SHT,r-oldrel-macos-arm64,0.1.8,oldrel,macos,arm64,,4.1.0,NA,2023-02-06 22:53:53
