Package,Flavor,Version,R_version,OS,architecture,other,version,revision,Date
devEMF,r-devel-linux-x86_64-fedora-gcc,4.5,devel,linux,x86_64,fedora-gcc,NA,r87452,2025-01-01 22:50:49.226826
float,r-devel-linux-x86_64-fedora-gcc,0.3-2,devel,linux,x86_64,fedora-gcc,NA,r87452,2025-01-01 22:50:49.226826
ncdf4,r-devel-linux-x86_64-fedora-gcc,1.23,devel,linux,x86_64,fedora-gcc,NA,r87452,2025-01-01 22:50:49.226826
pbdZMQ,r-devel-linux-x86_64-fedora-gcc,0.3-13,devel,linux,x86_64,fedora-gcc,NA,r87452,2025-01-01 22:50:49.226826
pcaL1,r-devel-linux-x86_64-fedora-gcc,1.5.7,devel,linux,x86_64,fedora-gcc,NA,r87452,2025-01-01 22:50:49.226826
PearsonDS,r-devel-linux-x86_64-fedora-gcc,1.3.1,devel,linux,x86_64,fedora-gcc,NA,r87452,2025-01-01 22:50:49.226826
PKI,r-devel-linux-x86_64-fedora-gcc,0.1-14,devel,linux,x86_64,fedora-gcc,NA,r87452,2025-01-01 22:50:49.226826
proj4,r-devel-linux-x86_64-fedora-gcc,1.0-14,devel,linux,x86_64,fedora-gcc,NA,r87452,2025-01-01 22:50:49.226826
Rcsdp,r-devel-linux-x86_64-fedora-gcc,0.1.57.5,devel,linux,x86_64,fedora-gcc,NA,r87452,2025-01-01 22:50:49.226826
RDieHarder,r-devel-linux-x86_64-fedora-gcc,0.2.6,devel,linux,x86_64,fedora-gcc,NA,r87452,2025-01-01 22:50:49.226826
Rdsdp,r-devel-linux-x86_64-fedora-gcc,1.0.5.2.1,devel,linux,x86_64,fedora-gcc,NA,r87452,2025-01-01 22:50:49.226826
Rmpi,r-devel-linux-x86_64-fedora-gcc,0.7-2.1,devel,linux,x86_64,fedora-gcc,NA,r87452,2025-01-01 22:50:49.226826
udunits2,r-devel-linux-x86_64-fedora-gcc,0.13.2.1,devel,linux,x86_64,fedora-gcc,NA,r87452,2025-01-01 22:50:49.226826
