Package,Flavor,Version,R_version,OS,architecture,other,version,revision,Date
Binarize,r-devel-linux-x86_64-fedora-clang,1.3.1,devel,linux,x86_64,fedora-clang,NA,r86808,2024-06-24 22:51:29.990624
Cairo,r-devel-linux-x86_64-fedora-clang,1.6-2,devel,linux,x86_64,fedora-clang,NA,r86808,2024-06-24 22:51:29.990624
foreign,r-devel-linux-x86_64-fedora-clang,0.8-86,devel,linux,x86_64,fedora-clang,NA,r86808,2024-06-24 22:51:29.990624
GenSA,r-devel-linux-x86_64-fedora-clang,1.1.14,devel,linux,x86_64,fedora-clang,NA,r86808,2024-06-24 22:51:29.990624
isnullptr,r-devel-linux-x86_64-fedora-clang,1.0.1,devel,linux,x86_64,fedora-clang,NA,r86808,2024-06-24 22:51:29.990624
RJSONIO,r-devel-linux-x86_64-fedora-clang,1.3-1.9,devel,linux,x86_64,fedora-clang,NA,r86808,2024-06-24 22:51:29.990624
Binarize,r-devel-linux-x86_64-fedora-gcc,1.3.1,devel,linux,x86_64,fedora-gcc,NA,r86745,2024-06-24 22:51:29.990624
Cairo,r-devel-linux-x86_64-fedora-gcc,1.6-2,devel,linux,x86_64,fedora-gcc,NA,r86745,2024-06-24 22:51:29.990624
foreign,r-devel-linux-x86_64-fedora-gcc,0.8-86,devel,linux,x86_64,fedora-gcc,NA,r86745,2024-06-24 22:51:29.990624
GenSA,r-devel-linux-x86_64-fedora-gcc,1.1.14,devel,linux,x86_64,fedora-gcc,NA,r86745,2024-06-24 22:51:29.990624
isnullptr,r-devel-linux-x86_64-fedora-gcc,1.0.1,devel,linux,x86_64,fedora-gcc,NA,r86745,2024-06-24 22:51:29.990624
RJSONIO,r-devel-linux-x86_64-fedora-gcc,1.3-1.9,devel,linux,x86_64,fedora-gcc,NA,r86745,2024-06-24 22:51:29.990624
dst,r-oldrel-macos-arm64,1.7.0,oldrel,macos,arm64,,4.3.1,NA,2024-06-24 22:51:29.990624
fastTopics,r-oldrel-macos-arm64,0.6-163,oldrel,macos,arm64,,4.3.1,NA,2024-06-24 22:51:29.990624
gwid,r-oldrel-macos-arm64,0.2.0,oldrel,macos,arm64,,4.3.1,NA,2024-06-24 22:51:29.990624
