Package,Flavor,Version,R_version,OS,architecture,other,version,revision,Date
scagnostics,r-release-linux-x86_64,0.2-6,release,linux,x86_64,,4.2.1,NA,2022-08-08 22:57:54
scalreg,r-release-linux-x86_64,1.0.1,release,linux,x86_64,,4.2.1,NA,2022-08-08 22:57:54
scatterplot3d,r-release-linux-x86_64,0.3-41,release,linux,x86_64,,4.2.1,NA,2022-08-08 22:57:54
schoolmath,r-release-linux-x86_64,0.4.1,release,linux,x86_64,,4.2.1,NA,2022-08-08 22:57:54
scidesignR,r-release-linux-x86_64,1.0.0,release,linux,x86_64,,4.2.1,NA,2022-08-08 22:57:54
sciplot,r-release-linux-x86_64,1.2-0,release,linux,x86_64,,4.2.1,NA,2022-08-08 22:57:54
scout,r-release-linux-x86_64,1.0.4,release,linux,x86_64,,4.2.1,NA,2022-08-08 22:57:54
scuba,r-release-linux-x86_64,1.11-0,release,linux,x86_64,,4.2.1,NA,2022-08-08 22:57:54
sdef,r-release-linux-x86_64,1.7,release,linux,x86_64,,4.2.1,NA,2022-08-08 22:57:54
sealasso,r-release-linux-x86_64,0.1-3,release,linux,x86_64,,4.2.1,NA,2022-08-08 22:57:54
seismic,r-release-linux-x86_64,1.1,release,linux,x86_64,,4.2.1,NA,2022-08-08 22:57:54
selectapref,r-release-linux-x86_64,0.1.2,release,linux,x86_64,,4.2.1,NA,2022-08-08 22:57:54
selectiongain,r-release-linux-x86_64,2.0.707,release,linux,x86_64,,4.2.1,NA,2022-08-08 22:57:54
sendmailR,r-release-linux-x86_64,1.2-1.1,release,linux,x86_64,,4.2.1,NA,2022-08-08 22:57:54
sensitivity2x2xk,r-release-linux-x86_64,1.01,release,linux,x86_64,,4.2.1,NA,2022-08-08 22:57:54
sensitivityfull,r-release-linux-x86_64,1.5.6,release,linux,x86_64,,4.2.1,NA,2022-08-08 22:57:54
sensitivitymult,r-release-linux-x86_64,1.0.2,release,linux,x86_64,,4.2.1,NA,2022-08-08 22:57:54
sensitivitymv,r-release-linux-x86_64,1.4.3,release,linux,x86_64,,4.2.1,NA,2022-08-08 22:57:54
sensitivitymw,r-release-linux-x86_64,2.1,release,linux,x86_64,,4.2.1,NA,2022-08-08 22:57:54
