Package,Flavor,Version,R_version,OS,architecture,other,version,revision,Date
caviarpd,r-devel-linux-x86_64-debian-clang,0.3.20,devel,linux,x86_64,debian-clang,NA,r88873,2025-09-26 22:51:11.010602
rJava,r-devel-linux-x86_64-debian-clang,1.0-11,devel,linux,x86_64,debian-clang,NA,r88873,2025-09-26 22:51:11.010602
SailoR,r-devel-linux-x86_64-debian-clang,1.2,devel,linux,x86_64,debian-clang,NA,r88873,2025-09-26 22:51:11.010602
SampleSize4ClinicalTrials,r-devel-linux-x86_64-debian-clang,0.2.3,devel,linux,x86_64,debian-clang,NA,r88873,2025-09-26 22:51:11.010602
SampleSizeMeans,r-devel-linux-x86_64-debian-clang,1.2.3,devel,linux,x86_64,debian-clang,NA,r88873,2025-09-26 22:51:11.010602
SampleSizeProportions,r-devel-linux-x86_64-debian-clang,1.1.3,devel,linux,x86_64,debian-clang,NA,r88873,2025-09-26 22:51:11.010602
SamplingBigData,r-devel-linux-x86_64-debian-clang,1.0.0,devel,linux,x86_64,debian-clang,NA,r88873,2025-09-26 22:51:11.010602
ScreeNOT,r-devel-linux-x86_64-debian-clang,0.1.0,devel,linux,x86_64,debian-clang,NA,r88873,2025-09-26 22:51:11.010602
SearchTrees,r-devel-linux-x86_64-debian-clang,0.5.5,devel,linux,x86_64,debian-clang,NA,r88873,2025-09-26 22:51:11.010602
SeedImbibition,r-devel-linux-x86_64-debian-clang,0.1.0,devel,linux,x86_64,debian-clang,NA,r88873,2025-09-26 22:51:11.010602
SeedVigorIndex,r-devel-linux-x86_64-debian-clang,0.1.0,devel,linux,x86_64,debian-clang,NA,r88873,2025-09-26 22:51:11.010602
Sejong,r-devel-linux-x86_64-debian-clang,0.01,devel,linux,x86_64,debian-clang,NA,r88873,2025-09-26 22:51:11.010602
SensitivityCaseControl,r-devel-linux-x86_64-debian-clang,2.2,devel,linux,x86_64,debian-clang,NA,r88873,2025-09-26 22:51:11.010602
SeqAlloc,r-devel-linux-x86_64-debian-clang,1.0,devel,linux,x86_64,debian-clang,NA,r88873,2025-09-26 22:51:11.010602
SetTest,r-devel-linux-x86_64-debian-clang,0.3.0,devel,linux,x86_64,debian-clang,NA,r88873,2025-09-26 22:51:11.010602
ShiftConvolvePoibin,r-devel-linux-x86_64-debian-clang,1.0.0,devel,linux,x86_64,debian-clang,NA,r88873,2025-09-26 22:51:11.010602
SimilarityMeasures,r-devel-linux-x86_64-debian-clang,1.4,devel,linux,x86_64,debian-clang,NA,r88873,2025-09-26 22:51:11.010602
Simile,r-devel-linux-x86_64-debian-clang,1.3.4,devel,linux,x86_64,debian-clang,NA,r88873,2025-09-26 22:51:11.010602
SimplicialCubature,r-devel-linux-x86_64-debian-clang,1.3,devel,linux,x86_64,debian-clang,NA,r88873,2025-09-26 22:51:11.010602
SimSeq,r-devel-linux-x86_64-debian-clang,1.4.0,devel,linux,x86_64,debian-clang,NA,r88873,2025-09-26 22:51:11.010602
SLHD,r-devel-linux-x86_64-debian-clang,2.1-1,devel,linux,x86_64,debian-clang,NA,r88873,2025-09-26 22:51:11.010602
SlicedLHD,r-devel-linux-x86_64-debian-clang,1.0,devel,linux,x86_64,debian-clang,NA,r88873,2025-09-26 22:51:11.010602
SMCRM,r-devel-linux-x86_64-debian-clang,0.0-3,devel,linux,x86_64,debian-clang,NA,r88873,2025-09-26 22:51:11.010602
SMLoutliers,r-devel-linux-x86_64-debian-clang,0.1,devel,linux,x86_64,debian-clang,NA,r88873,2025-09-26 22:51:11.010602
SMVar,r-devel-linux-x86_64-debian-clang,1.3.4,devel,linux,x86_64,debian-clang,NA,r88873,2025-09-26 22:51:11.010602
Snake,r-devel-linux-x86_64-debian-clang,1.0,devel,linux,x86_64,debian-clang,NA,r88873,2025-09-26 22:51:11.010602
SnakesAndLaddersAnalysis,r-devel-linux-x86_64-debian-clang,2.1.0,devel,linux,x86_64,debian-clang,NA,r88873,2025-09-26 22:51:11.010602
SnowballC,r-devel-linux-x86_64-debian-clang,0.7.1,devel,linux,x86_64,debian-clang,NA,r88873,2025-09-26 22:51:11.010602
SNSFdatasets,r-devel-linux-x86_64-debian-clang,0.1.1,devel,linux,x86_64,debian-clang,NA,r88873,2025-09-26 22:51:11.010602
SNVLFDR,r-devel-linux-x86_64-debian-clang,1.0.1,devel,linux,x86_64,debian-clang,NA,r88873,2025-09-26 22:51:11.010602
SOAR,r-devel-linux-x86_64-debian-clang,0.99-11,devel,linux,x86_64,debian-clang,NA,r88873,2025-09-26 22:51:11.010602
SOFIA,r-devel-linux-x86_64-debian-clang,1.0,devel,linux,x86_64,debian-clang,NA,r88873,2025-09-26 22:51:11.010602
SoftClustering,r-devel-linux-x86_64-debian-clang,2.1.3,devel,linux,x86_64,debian-clang,NA,r88873,2025-09-26 22:51:11.010602
SoilConservation,r-devel-linux-x86_64-debian-clang,1.0.1,devel,linux,x86_64,debian-clang,NA,r88873,2025-09-26 22:51:11.010602
SoilFDA,r-devel-linux-x86_64-debian-clang,0.1.0,devel,linux,x86_64,debian-clang,NA,r88873,2025-09-26 22:51:11.010602
SPAtest,r-devel-linux-x86_64-debian-clang,3.1.2,devel,linux,x86_64,debian-clang,NA,r88873,2025-09-26 22:51:11.010602
SPECIES,r-devel-linux-x86_64-debian-clang,1.2.0,devel,linux,x86_64,debian-clang,NA,r88873,2025-09-26 22:51:11.010602
SPEV,r-devel-linux-x86_64-debian-clang,1.0.0,devel,linux,x86_64,debian-clang,NA,r88873,2025-09-26 22:51:11.010602
SPINA,r-devel-linux-x86_64-debian-clang,4.1.0,devel,linux,x86_64,debian-clang,NA,r88873,2025-09-26 22:51:11.010602
SPOUSE,r-devel-linux-x86_64-debian-clang,0.1.0,devel,linux,x86_64,debian-clang,NA,r88873,2025-09-26 22:51:11.010602
SPPcomb,r-devel-linux-x86_64-debian-clang,0.1,devel,linux,x86_64,debian-clang,NA,r88873,2025-09-26 22:51:11.010602
SPYvsSPY,r-devel-linux-x86_64-debian-clang,0.1.1,devel,linux,x86_64,debian-clang,NA,r88873,2025-09-26 22:51:11.010602
SQRL,r-devel-linux-x86_64-debian-clang,1.0.2,devel,linux,x86_64,debian-clang,NA,r88873,2025-09-26 22:51:11.010602
SQUAREM,r-devel-linux-x86_64-debian-clang,2021.1,devel,linux,x86_64,debian-clang,NA,r88873,2025-09-26 22:51:11.010602
SRMData,r-devel-linux-x86_64-debian-clang,1.0.2,devel,linux,x86_64,debian-clang,NA,r88873,2025-09-26 22:51:11.010602
SSRTcalc,r-devel-linux-x86_64-debian-clang,0.3.3,devel,linux,x86_64,debian-clang,NA,r88873,2025-09-26 22:51:11.010602
SVDMx,r-devel-linux-x86_64-debian-clang,0.1.0,devel,linux,x86_64,debian-clang,NA,r88873,2025-09-26 22:51:11.010602
