Package,Flavor,Version,R_version,OS,architecture,other,version,revision,Date
aPEAR,r-devel-linux-x86_64-fedora-clang,1.0.0,devel,linux,x86_64,fedora-clang,NA,r85327,2023-10-20 22:53:01.124912
cinaR,r-devel-linux-x86_64-fedora-clang,0.2.3,devel,linux,x86_64,fedora-clang,NA,r85327,2023-10-20 22:53:01.124912
DFD,r-devel-linux-x86_64-fedora-clang,0.1.0,devel,linux,x86_64,fedora-clang,NA,r85327,2023-10-20 22:53:01.124912
DRviaSPCN,r-devel-linux-x86_64-fedora-clang,0.1.3,devel,linux,x86_64,fedora-clang,NA,r85327,2023-10-20 22:53:01.124912
genekitr,r-devel-linux-x86_64-fedora-clang,1.2.5,devel,linux,x86_64,fedora-clang,NA,r85327,2023-10-20 22:53:01.124912
GseaVis,r-devel-linux-x86_64-fedora-clang,0.0.5,devel,linux,x86_64,fedora-clang,NA,r85327,2023-10-20 22:53:01.124912
immcp,r-devel-linux-x86_64-fedora-clang,1.0.3,devel,linux,x86_64,fedora-clang,NA,r85327,2023-10-20 22:53:01.124912
PMAPscore,r-devel-linux-x86_64-fedora-clang,0.1.1,devel,linux,x86_64,fedora-clang,NA,r85327,2023-10-20 22:53:01.124912
RVA,r-devel-linux-x86_64-fedora-clang,0.0.5,devel,linux,x86_64,fedora-clang,NA,r85327,2023-10-20 22:53:01.124912
tinyarray,r-devel-linux-x86_64-fedora-clang,2.3.1,devel,linux,x86_64,fedora-clang,NA,r85327,2023-10-20 22:53:01.124912
TOmicsVis,r-devel-linux-x86_64-fedora-clang,2.0.0,devel,linux,x86_64,fedora-clang,NA,r85327,2023-10-20 22:53:01.124912
baldur,r-oldrel-macos-arm64,0.0.3,oldrel,macos,arm64,,4.2.0,NA,2023-10-20 22:53:01.124912
BeeBDC,r-oldrel-macos-arm64,1.0.1,oldrel,macos,arm64,,4.2.0,NA,2023-10-20 22:53:01.124912
CAMML,r-oldrel-macos-arm64,0.2.3,oldrel,macos,arm64,,4.2.0,NA,2023-10-20 22:53:01.124912
ctsem,r-release-macos-arm64,3.9.0,release,macos,arm64,,4.3.1,NA,2023-10-20 22:53:01.124912
